tic,name,ra,dec,tmag,ctl,sector 
101827432,tic101827432,206.214326,-27.647446000000002,8.257,1, -1 
103777040,tic103777040,194.396515,-33.872303,8.357999999999999,1, -1 
113350106,tic113350106,208.856345,-47.115639,9.969,1, -1 
121102484,tic121102484,224.65604100000002,-39.250935,11.009,1, -1 
121196226,tic121196226,224.844825,-40.220005,9.116,1, -1 
121407551,tic121407551,225.29815,-41.344612,9.461,1, -1 
121672600,tic121672600,225.967217,-39.107867999999996,10.539000000000001,1, -1 
121779961,tic121779961,226.203828,-39.823219,9.126,1, -1 
121839093,tic121839093,226.357777,-38.950874,10.915999999999999,1, -1 
121842245,tic121842245,226.35764300000002,-37.259045,11.439,1, -1 
121986836,tic121986836,226.726608,-37.233276000000004,12.228,1, -1 
122250596,tic122250596,227.22416299999998,-37.262985,10.822000000000001,1, -1 
122397232,tic122397232,227.62310699999998,-39.049068,10.796,1, -1 
122456536,tic122456536,227.820569,-39.508342999999996,9.058,1, -1 
122462646,tic122462646,227.861606,-36.249218,8.929,1, -1 
124286087,tic124286087,197.58111399999999,-32.805428000000006,8.073,1, -1 
124425626,tic124425626,198.520799,-32.254265000000004,8.581,1, -1 
125986066,tic125986066,216.715646,-33.826576,12.67,1, -1 
127024985,tic127024985,216.493821,-44.823116,8.708,1, -1 
127089264,tic127089264,216.77318300000002,-47.239365,9.823,1, -1 
127249954,tic127249954,217.03874900000002,-44.238201000000004,9.109,1, -1 
127311608,tic127311608,217.08071600000002,-42.326164,9.616,1, -1 
127442419,tic127442419,217.556246,-43.836082,9.408,1, -1 
127664368,tic127664368,217.889144,-44.75053,8.556000000000001,1, -1 
127791732,tic127791732,218.237729,-42.405479,7.52,1, -1 
128079374,tic128079374,218.639372,-46.304813,7.537999999999999,1, -1 
128119540,tic128119540,218.772302,-43.554553999999996,7.609,1, -1 
128453434,tic128453434,219.535918,-43.366894,11.14,1, -1 
128835094,tic128835094,220.19138700000002,-42.785088,8.576,1, -1 
129116176,tic129116176,220.39583100000002,-47.008003,9.265,1, -1 
130431501,tic130431501,229.222419,-49.571529,9.344,1, -1 
131411108,tic131411108,203.422255,-33.5131,8.905,1, -1 
133010063,tic133010063,229.507288,-53.291332,9.273,1, -1 
133701057,tic133701057,229.90426000000002,-47.992825,9.846,1, -1 
141669269,tic141669269,228.70971,-42.337193,12.968,1, -1 
141961374,tic141961374,228.7889,-44.643394,12.030999999999999,1, -1 
142391542,tic142391542,181.845091,-32.661873,7.581,1, -1 
142513032,tic142513032,228.96977900000002,-44.304809999999996,11.237,1, -1 
142811934,tic142811934,229.15264900000003,-44.122355999999996,10.885,1, -1 
143706146,tic143706146,229.505133,-44.740818,10.753,1, -1 
147740615,tic147740615,234.170604,-29.399305,11.940999999999999,1, -1 
147816310,tic147816310,234.77900099999997,-26.775581,10.857000000000001,1, -1 
147830641,tic147830641,230.729485,-47.900894,9.697000000000001,1, -1 
147883706,tic147883706,234.757798,-29.941875,11.655999999999999,1, -1 
148081648,tic148081648,229.45309,-37.115459,11.8,1, -1 
148081650,tic148081650,229.454759,-37.115253,12.37,1, -1 
148087359,tic148087359,229.612167,-37.633922999999996,9.918,1, -1 
148158169,tic148158169,229.81669700000003,-40.935425,10.489,1, -1 
148158374,tic148158374,229.72009300000002,-40.848,10.01,1, -1 
148221800,tic148221800,229.772596,-36.362244,8.875,1, -1 
148551290,tic148551290,230.548435,-39.997475,10.935,1, -1 
148608250,tic148608250,230.74172000000002,-36.980526,8.517999999999999,1, -1 
148646689,tic148646689,230.876677,-38.35799,11.992,1, -1 
148653003,tic148653003,230.856576,-40.929642,10.955,1, -1 
148688615,tic148688615,231.017746,-41.161572,9.64,1, -1 
148772375,tic148772375,230.991441,-36.332924,10.952,1, -1 
148775012,tic148775012,231.13483399999998,-36.867435,10.365,1, -1 
148899760,tic148899760,231.316889,-38.157955,8.01,1, -1 
148901155,tic148901155,231.233841,-37.501534,8.082,1, -1 
148904033,tic148904033,231.264927,-36.079308000000005,9.87,1, -1 
148904850,tic148904850,231.37571200000002,-36.199451,7.5329999999999995,1, -1 
148904891,tic148904891,231.38818999999998,-36.229656,10.574000000000002,1, -1 
149009409,tic149009409,231.60746,-36.649338,11.413,1, -1 
149064796,tic149064796,231.71907099999999,-37.368396999999995,11.288,1, -1 
149166278,tic149166278,231.92633500000002,-36.236977,9.052,1, -1 
149166623,tic149166623,231.84525499999998,-36.069099,10.615,1, -1 
149246335,tic149246335,232.329214,-37.622375,11.497,1, -1 
149352493,tic149352493,232.517823,-41.119488,8.222999999999999,1, -1 
149354461,tic149354461,232.54678399999997,-40.427135,12.118,1, -1 
149365605,tic149365605,232.44696000000002,-36.477058,10.654000000000002,1, -1 
149640056,tic149640056,231.49851800000002,-45.021046000000005,10.172,1, -1 
149721672,tic149721672,233.238455,-39.512215000000005,11.18,1, -1 
149773560,tic149773560,233.418871,-39.29631,11.642000000000001,1, -1 
152176559,tic152176559,170.272909,-38.754539,10.534,1, -1 
152377452,tic152377452,232.45367599999997,-45.379387,11.22,1, -1 
