tic,name,ra,dec,tmag,ctl,sector 
323420504,1011200,84.59958078,2.40227154,14.417,-1,-1 
61259135,1013632,68.42515255,19.01388862,9.47531,-1,-1 
65463840,10200576,358.97147505,59.96742665,15.353,-1,-1 
17339419,1022208,66.03146145,22.11867878,9.641,-1,-1 
251950209,10262144,353.09669436,56.23505976,13.931,-1,-1 
301944194,1026304,15.05900156,34.06825539,13.289,-1,-1 
408049330,1027968,17.1631786,-7.65147776,13.096,-1,-1 
423905222,1030016,329.89720163,22.63769164,10.348,-1,-1 
423905196,1031936,329.8688123,22.67047983,13.462,-1,-1 
118555975,1032832,69.27171619,22.85712815,15.682,-1,-1 
371065408,10346240,329.30082264,49.04139686,16.023,-1,-1 
313947466,10348032,278.31540956,-37.50558763,14.287,-1,-1 
203495663,103761536,280.28853223,-8.31870906,8.896,-1,-1 
203094826,1037824,38.27498707,43.60184054,15.198,-1,-1 
5890984,1038464,79.22397889,21.39446083,12.503,-1,-1 
125836954,1049728,69.22630342,24.49873295,14.409,-1,-1 
118762383,1055104,70.04624765,23.4204453,15.415,-1,-1 
214563192,1055616,316.7949536,-13.92314274,6.333,-1,-1 
252976268,1064320,120.89959883,48.63679878,14.744,-1,-1 
431335222,10651904,344.18823698,50.76320447,14.678,-1,-1 
349755425,10656128,274.13852396,-49.22662713,10.445,-1,-1 
283842510,10663552,8.46765053,60.89389696,13.461,-1,-1 
277275706,10755840,283.59596105,-35.16123656,8.949,-1,-1 
332178035,1081600,272.77524268,-37.25293104,12.84,-1,-1 
118710296,1081984,69.93638454,23.53260215,14.404,-1,-1 
38832341,1083776,228.30830392,-3.07809458,15.107,-1,-1 
56595878,108441856,272.26280407,-34.3822247,13.012,-1,-1 
265207438,1086592,127.99526521,3.8610114,14.09,-1,-1 
252976260,1089024,120.92259259,48.61160469,7.862,-1,-1 
60132271,1095040,72.82891299,25.94228594,14.127,-1,-1 
54995745,10975616,21.45652902,60.23507386,2.515,-1,-1 
49008652,11010816,101.00367671,-18.60229624,14.9,-1,-1 
315392592,11017216,279.36097872,-40.99633407,13.258,-1,-1 
429066732,1102848,34.72865357,35.21808036,15.733,-1,-1 
331643639,11066496,330.55918009,46.80816266,9.499,-1,-1 
433107843,11077248,278.30861364,-15.86232904,14.777,-1,-1 
389053716,1110784,62.86572047,15.99206751,12.412,-1,-1 
19377985,111232,275.9980059,-7.17301563,9.572,-1,-1 
301692792,1115392,101.82254033,3.55136425,14.083,-1,-1 
258942433,1117312,9.55399402,38.84238111,15.051,-1,-1 
168286879,11175296,275.1397547,-0.64724,16.044,-1,-1 
252985218,1118720,121.83079745,50.28220256,13.91,-1,-1 
333877951,1120128,109.59756811,42.79545881,10.688,-1,-1 
370605464,11239296,27.22350976,57.2301933,15.296,-1,-1 
67902096,1127552,12.21983355,37.09114831,10.55,-1,-1 
