tic,name,ra,dec,tmag,ctl,sector
347084438,10579436458728320,48.9538685048218,7.5378652507262895,13.6522,0,-1 
365423855,10543599251411584,48.178234914206286,7.4920658791142,13.2406,0,-1 
345394355,10387739183081728,49.921592441904494,7.42582607715534,17.1133,0,-1 
377058472,1754481256123392,45.4566939150303,3.17448530593764,13.1565,0,-1 
318929874,1500459710386304,42.3470214131396,2.3881732454869704,15.6474,0,-1 
365249253,1601133743843968,43.7919859910589,2.8823105750195404,14.9405,0,-1 
399922526,14245788045586304,49.8308173380669,9.43916932058409,11.66,0,-1 
347572373,14634259247905920,49.110905495051,10.694693286666801,16.7726,0,-1 
365291999,15044274005877888,45.66552682608021,9.901657748750733,16.6648,0,-1 
365368466,15483842434115456,47.2016362188727,10.3409810397332,14.8764,0,-1 
365425329,15362891859610496,48.2555091288529,10.4990471386065,16.6443,0,-1 
365354171,15568466174509568,46.8781024294341,10.8974715712372,16.6589,0,-1 
345395110,16150623221266048,49.9764893305404,10.9083352832798,16.8097,0,-1 
445924824,17008276650840704,49.3408391393,11.737045139122698,16.6953,0,-1 
333601339,17269277518787328,48.2196299634676,12.1366729456809,15.5633,0,-1 
333601358,17273538126343168,48.1704374957763,12.213308581327805,10.1092,0,-1 
328228170,1850654163892736,45.605613174446,3.29018226706653,13.6414,0,-1 
328253355,1883360339401472,45.9331663040067,3.52212957248574,17.6734,0,-1 
328178986,18181356773750912,39.879278500365,5.79734496336257,14.0546,0,-1 
318752446,18181975249071744,40.0824850209415,5.7333778172621,13.0613,0,-1 
347005460,18597625004078720,40.6754109660029,6.2618862144839795,16.3162,0,-1 
387424127,18781655762862592,41.8049751111475,7.2896589800262,14.6265,0,-1 
381077773,19434589575727488,37.5663852502161,6.919840601398032,16.6054,0,-1 
422897704,19141535367734528,37.9540082993202,6.04467802032483,16.1562,0,-1 
381083140,19419917967170176,38.641606821346,7.67067092688506,17.1556,0,-1 
381081118,19405899194301440,38.4834133609041,7.42261363878479,17.6998,0,-1 
381083292,19309386984495488,38.6661835593384,6.98874670712538,15.9072,0,-1 
381081121,19406899921966208,38.58518001939861,7.4642655536260305,14.0026,0,-1 
387513168,20522693770476160,43.0118824525761,8.611578793228611,16.9181,0,-1 
387514722,20476621656518784,43.194706942934,8.625789836943751,14.5956,0,-1 
387514723,20476415498088704,43.212147693280286,8.61026805845155,8.5141,0,-1 
387513169,20522698065673600,43.00951661622721,8.61261362335726,16.2195,0,-1 
387534082,20844511375225856,43.6791690318217,8.75150399663987,12.9,0,-1 
640154804,20588462604413696,41.7034507440399,8.221778748182441,15.2382,0,-1 
387532698,20861343351767040,43.4598266688571,8.839100030958301,15.5336,0,-1 
387544450,20971814205880704,44.2783826789124,9.09731400538826,14.7929,0,-1 
387516004,20934460874694144,43.240472243920095,9.252466248289721,17.3269,0,-1 
381131291,21825546329664512,41.0666808068719,9.86738616380209,14.0395,0,-1 
387540072,21319294240080768,43.8529330817338,10.3920094107961,15.7324,0,-1 
387462845,22073146899852288,42.4255405031958,10.5249408516779,15.3563,0,-1 
372785100,2261149958207104,48.02959264821939,2.5840758109279798,9.26596,0,-1 
258797703,23099918961520128,37.7208727971129,8.60306390210596,15.9972,0,-1 
380965215,22819612215934208,35.7366872502061,8.039506054024109,14.5534,0,-1 
120428359,2305858406672241408,0.173177935297285,-41.407276814159395,9.491,0,-1 
120490574,2308507778723813248,1.92989412745112,-36.667223590701106,16.4445,0,-1 
70723637,2313533852531873408,0.300777013451479,-32.7922257097088,17.6471,0,-1 
70775854,2313666446762638976,1.2717578793716102,-32.0816482980781,17.3346,0,-1 
251849230,2317503884077926272,7.81990342099653,-31.019917968870395,15.6296,0,-1 
246889178,2319267603807959808,8.60376907908517,-28.006098730220398,14.0915,0,-1 
246889145,2319229361419159168,8.624758337687839,-28.2037749763506,14.9603,0,-1 
149019623,2319942910105979776,4.03010001514593,-30.914534904641,15.73,0,-1 
63697224,2320088213143969792,4.99093377830711,-30.109012316913198,16.1099,0,-1 
12393704,2321027131650288128,1.23744347170317,-29.0020747973587,15.2207,0,-1 
347542485,23350160935926528,38.4307693570119,9.90579374230035,14.1084,0,-1 
313934501,2333145192897569408,0.6742147815621479,-28.0347346106072,16.4716,0,-1 
12425190,2335540066661318016,2.7400993336695296,-25.8666977921395,12.7263,0,-1 
313935081,2336552648151249280,0.7661688656109491,-24.8438844989115,9.9898,0,-1 
12425404,2336430872942729984,2.72043360828753,-24.6152096278473,11.8416,0,-1 
419052135,2336199773638028800,3.79045082452005,-23.888643422937196,9.48634,0,-1 
114913077,2336964827572674176,3.3237777592695097,-23.7325153154065,7.6187,0,-1 
419064323,2337008223922308224,3.91484105950002,-23.2468673263697,14.7818,0,-1 
138708205,2340695294431217536,0.8806234550096931,-21.3915621280168,16.4981,0,-1 
327994211,2341364385912675456,0.308921569437856,-21.40656022971989,15.3801,0,-1 
152069965,2341740796846600576,0.19431574230193105,-20.489309797966,13.9929,0,-1 
152087853,2341575526504783232,0.673122314719815,-20.4419310329322,12.3122,0,-1 
43449723,2344017026434039808,11.1940062489069,-25.392649700711605,14.7835,0,-1 
28077586,2346216668164370432,13.5561302128752,-22.8854990497046,9.0393,0,-1 
246892000,2346848539457780224,8.932080749886529,-25.23433837257,9.0911,0,-1 
43375040,2347178328522109440,10.2627293631019,-24.505566306357398,12.383,0,-1 
340703687,2347814804020333824,6.21451471461108,-24.797002950299802,16.8672,0,-1 
20923352,2348456304630934272,7.67879235036569,-23.167774026148898,15.486,0,-1 
114501073,2349094158814399104,11.824961485209501,-22.752240412979607,10.2486,0,-1 
114502342,2348890749163470080,12.140517493690501,-22.8718678893534,12.8714,0,-1 
98666356,2349843785225097728,9.41340458398975,-22.679688909706996,13.5001,0,-1 
98666357,2349843785225912576,9.411703008028779,-22.679337424851397,12.8266,0,-1 
98672442,2350263077113718784,9.64479139190509,-21.262509129725498,12.4363,0,-1 
114499882,2350560288849944320,11.623628243643301,-20.562191517798,13.757,0,-1 
268687112,2351740958179856000,17.7404568257154,-22.2098994462574,14.3511,0,-1 
268636683,2352191448709925120,16.7382230298543,-22.068188781647105,14.7843,0,-1 
439455755,2353413929545791232,18.98475823009311,-21.2913193181603,16.0151,0,-1 
439459907,2354948061799512320,19.458550850761,-18.5296410348613,14.8265,0,-1 
268639026,2354627966476830464,17.0865535483554,-19.5166819246778,14.5814,0,-1 
439458063,2355167238275035648,19.2616802333953,-18.1034682618697,18.2828,0,-1 
439410149,2355332512912048256,19.2355609873793,-17.593960377719604,15.9359,0,-1 
28092085,2355466790769878400,13.8393764916587,-21.401018830698,11.532,0,-1 
268685956,2357887498761433088,17.5798845394735,-18.013770165470298,16.4138,0,-1 
167459261,2358291985897128704,17.741835848537,-17.5702885963041,14.7424,0,-1 
439405550,2358736291674305408,18.5686924947312,-16.0625721449271,12.6998,0,-1 
399589568,2360258015767044864,4.510694536907058,-23.357202833112197,14.5996,0,-1 
322510745,2360885768186754432,7.069916237782412,-21.7116162412198,13.5306,0,-1 
211440335,2361921508140195456,5.3175156579814296,-20.5846308252459,13.6202,0,-1 
425805331,2362637011036905856,7.97675509912218,-20.216933963026303,11.719,0,-1 
98666894,2363022703395423488,9.461940125386231,-19.6410862268935,14.0283,0,-1 
98666893,2363022600316208512,9.46098841013007,-19.642646164469603,14.9444,0,-1 
114433860,2362877911457477632,10.9341808002967,-19.689261066082,15.5948,0,-1 
322511143,2363699452802244352,7.13744273227216,-19.1999309447041,15.2598,0,-1 
136847789,2364277349241595136,8.46589007573566,-17.770465115626198,13.7511,0,-1 
20892531,2366021445265711872,1.3222721155022,-18.7694945953688,17.6947,0,-1 
152087688,2365903591363280640,0.740803312080662,-19.3940804364624,16.8508,0,-1 
20898043,2366462766040881920,1.60410927287186,-18.038247326244303,6.93357,0,-1 
289645774,2366578760222763136,2.47940764878053,-17.655298696850604,16.2388,0,-1 
289645692,2366589068144262784,2.30816359627583,-17.6885112096412,16.5083,0,-1 
12862878,2368111204553745152,3.91218028338242,-16.8823986164563,16.1186,0,-1 
32488782,2368742083709792512,4.7474936619808705,-15.349422773536501,16.5848,0,-1 
77486679,2369935161200771072,12.871246266319304,-16.3086269198246,13.9875,0,-1 
423670888,2370154857367254656,9.87429511024258,-17.1082940566978,13.6174,0,-1 
423666547,2370423103844719104,9.25438272048432,-16.578584723373,13.6345,0,-1 
423666548,2370423103844719616,9.25498925590542,-16.583397432686,14.9884,0,-1 
92197800,2370490758169632640,10.3137678327058,-16.3327090294477,13.9198,0,-1 
10785492,2372267328442289152,15.4213589391135,-13.4213472505319,15.0853,0,-1 
306343593,2373048153496550272,14.5632940051244,-13.3959918387042,14.9073,0,-1 
