   TIC_ID ,                 RA ,                 Dec ,    Tmag ,                  Other-Name
276304874,282.6854309,-31.79679628,9.484,               CD-31 16041
389167885,75.205429,15.449949,9.491,              V* V1841 Ori
49178630,165.465926,-34.7047894,9.494,                     TWA 1
404768019,84.644054,-68.885047,9.502,                 HD 269921
398085117,160.3455117,-69.67854268,9.512,                 CD-69 783
140114569,231.20123,-49.497583,9.514,                  L 264-18
435930498,65.97721529,14.05202495,9.51416,                   G 7-193
421547418,214.3336,-32.513147,9.525,               CD-31 11053
123519327,255.66719,-45.366905,9.532,            UCAC2 12510535
273789976,30.040173,-80.416917,9.539,                J0200-8025
409858786,341.68989,-63.301944,9.54,                 L 106-104
438790187,201.7745513,-48.93847219,9.54,                CD-48 8201
149935360,89.925954,-62.142364,9.546,            TYC 8896-340-1
55745232,74.773996,-63.424855,9.548,            TYC 8881-551-1
231867117,6.038212294,-62.1847417,9.557,               HIP 1910 AB
397046970,71.57869652,3.636392179,9.55804,                J0446+0338
245833065,68.10733969,13.11315576,9.55872,                 V1147 Tau
161356637,343.86437,-52.303089,9.563,                 BPM 28050
122723011,117.46094,-3.2889885,9.564,          UCAC4 434-042043
4061225,245.56923,-38.710866,9.567,                 HD 147236
176852917,49.78655874,-35.11683247,9.574,                CD-35 1167
434236912,63.89088812,15.70617051,9.57567,                 HD 285590
322617660,206.1779835,-63.79716566,9.599,                J1344-6347
201919099,40.63825814,-57.66026401,9.6,                 CD-58 553
245790973,67.045794,16.470806,9.61282,                 HD 285804
37606355,93.30542838,-27.70155321,9.627,                J0613-2742
246897668,73.1022774,-16.82366419,9.628,                 LP 776-25
336474663,195.95091,-66.68194,9.646,           TYC 9001-1753-1
259645014,73.271851,-48.744028,9.661,                 HD 272836
22836043,248.46007,-51.317203,9.669,               CD-51 10295
415241207,189.18247,-63.17933,9.672,            TYC 8992-346-1
139412540,80.164779,-18.616207,9.689,           TYC 5919-1490-1
150359500,96.483512,-60.057051,9.713,           GSC 08894-00426
231907973,6.311859969,-61.51363744,9.717,                  HIP 1993
345135732,177.1006497,-37.48038598,9.72054,                   TWA 9 A
245829484,67.96908935,15.4993803,9.76,                 HD 285876
349446030,183.82626,-2.6249939,9.764,                J1215-0237
19491489,139.63506,-31.432419,9.777,           TYC 7153-1287-1
17451153,66.698935,21.234729,9.786,                 HD 284455
57151431,170.3223291,-34.78056352,9.791,                  TWA 13 B
57151431,170.321397,-34.77938149,9.791,                  TWA 13 A
429152610,173.1715183,-26.86565941,9.804,                   TWA 8 A
329454577,191.841061,-68.14452257,9.811,                J1247-6808
303527975,75.400516,13.932919,9.829,                J0501+1355
389042741,62.11162314,12.1918007,9.84078,                 HD 286554
326088051,299.0183814,-32.12741686,9.849,                J1956-3207
156084049,11.36797629,-51.62633777,9.852,                  HIP 3556
333832656,182.3603898,-49.39691665,9.854,                J1209-4923
439512082,143.5974,-56.885749,9.857,                J0934-5653
326205407,17.303514,-24.689037,9.858,                 G 268-130
35863853,42.18323095,0.034901139,9.867,                   G 75-42
59017926,239.9561471,-36.47459753,9.869,               CD-36 10569
59087096,66.20066122,15.87466442,9.877,                 BPM 85733
166808151,39.216143,-52.051002,9.908,                J0236-5203
166852313,40.447775,-52.991896,9.909,                    AF Hor
231914259,7.6079229,-62.600668,9.913,                J0030-6236
469171560,148.44803,-54.898301,9.917,            TYC 8602-718-1
449888653,201.3001229,-64.93915426,9.931,                J1325-6456
312265747,277.13283,-41.487456,9.936,                J1828-4129
312265747,277.13378,-41.48591,9.936,           TYC 7909-2501-1
128622430,219.7265517,-43.17294294,9.939,                CD-42 9515
406277015,326.1258679,-60.97786047,9.943,                HIP 107345
397350519,68.176798,18.919449,9.945,                 HD 285840
15756558,61.3574998,19.44201578,9.95275,                J0405+1926
434162272,56.561986,17.152298,9.962,                ** HJ 3252
259573397,72.00315603,-50.69039059,9.963,                J0448-5041
24720349,81.423607,-9.153424,9.973,                 LP 717-36
170766490,68.711749,-35.789204,9.973,                CD-36 1785
71304330,154.6193011,-31.83419528,9.975,                   TWA 6 A
298801915,143.3091623,-48.8091297,10.003,                CD-48 4797
269115609,69.493075,4.6698068,10.017,                  HD 26911
434234748,63.79386154,14.39837903,10.02,                 HD 285625
293507177,351.5456228,-73.39745794,10.031,                J2326-7323
231286446,43.638829,-51.142104,10.04,                J0254-5108
142391477,181.8637041,-32.78351151,10.053,                  TWA 23 A
18684004,72.60619,19.985865,10.063,               StKM 2-388a
382407397,183.33125,-64.797286,10.066,                J1213-6447
448186109,208.72264,-71.36382,10.085,            UPM J1354-7121
394137224,4.349173922,-66.75349567,10.093,                    RBS 38
439446186,301.48525,-32.283411,10.13,                J2005-3217
91853165,284.5173697,-29.88483035,10.143,                J1858-2953
265206385,127.94956,5.7547319,10.15,                J0831+0545
284080456,17.573919,-11.855354,10.153,                J0110-1151
269940990,310.9215262,-24.56525048,10.155,                J2043-2433
348555880,254.3392,-53.724773,10.16,                J1657-5343
348555880,254.3343569,-53.72579521,10.16,                J1657-5343
25001358,30.053747,-8.6813579,10.164,                J0200-0840
301842096,259.3802104,-66.95212466,10.165,               HD 155555 C
74814667,301.12884,-23.702089,10.173,                 LP 870-65
179040880,79.224235,-68.352181,10.177,                 WOH S 216
235056185,83.35685192,-51.28688508,10.182,                J0533-5117
405283107,278.83986,-31.39563,10.184,          UCAC4 294-197036
117874959,9.8997098,-38.283209,10.184,                J0039-3816
71274771,330.56804,-42.176314,10.194,                J2202-4210
130587313,186.93493,-3.2503628,10.197,                   G 13-39
256097445,267.11543,-74.466177,10.214,                J1748-7427
256097445,267.117,-74.462106,10.214,                J1748-7427
381897917,270.10799,-48.474637,10.218,          UCAC4 208-168267
466799461,167.0325147,-63.69634086,10.22,           TYC 8962-1747-1
93088834,52.946214,-15.427568,10.226,                J0331-1525
250091359,221.58389,-50.929287,10.236,           TYC 8291-1530-1
118807628,274.0517,-58.735508,10.237,           UCAC3 63-445434
21627442,87.126757,-41.458401,10.245,                CD-41 2076
77959676,79.621212,-30.025601,10.246,                CD-30 2310
7242537,32.731146,-46.066408,10.279,                J0210-4603
33937224,93.799589,-16.439231,10.296,                 LP 779-34
29900215,24.23063237,-6.794306261,10.296,                 G 271-110
412016542,214.60394,-55.477494,10.299,                 L 260-120
20446899,168.42774,-26.47404,10.304,   2MASS J11134286-2628265
237864235,104.92314,5.7608089,10.306,                J0659+0545
69144778,75.779858,19.017836,10.307,                StKM 1-541
325525541,359.7384,-83.661985,10.322,                J2358-8339
231022874,28.077157,-59.83811,10.331,                J0152-5950
365333875,46.380988,11.830931,10.34,                    G 5-13
443757385,80.13263751,6.269749535,10.381,            TYC 112-1486-1
453826755,53.27175586,4.958233891,10.3859,                J0333+0457
60879587,66.520048,15.041291,10.389,                 LP 475-68
364200069,239.01029,-36.729959,10.403,           RX J1556.0-3643
465458485,163.36786,-65.408335,10.406,           TYC 8966-1336-1
234290432,356.94646,-65.290498,10.406,                J2347-6517
323641646,136.91389,6.299942,10.407,                  Ross 688
373431012,81.008501,-71.157924,10.413,                J0524-7109
399921170,49.56343088,9.245217027,10.4199,                J0318+0914
251845153,6.959848992,-32.55194853,10.433,                 GJ 2006 A
411806442,189.6478615,-59.27891382,10.434,                J1238-5916
389726031,329.72303,-47.09893,10.442,           UCAC3 86-422294
464779505,61.412243,5.744551,10.452,                   GJ 3261
219147916,89.552506,-48.831742,10.453,            UCAC3 83-16142
302965929,62.113051,-78.746232,10.462,                J0408-7844
65483825,43.122627,-24.288253,10.468,          UCAC4 329-003020
101963752,15.319782,-45.943574,10.473,                 CD-46 287
152176559,170.2725024,-38.75465081,10.476,                    TWA 12
403237836,330.7276,-64.679361,10.478,                J2202-6440
441507746,47.928391,-15.626622,10.481,                 LP 772-15
256097450,267.117,-74.462106,10.49,                J1748-7427
256097450,267.11543,-74.466177,10.49,                J1748-7427
449144868,67.79871169,1.958068758,10.507,                J0431+0157
382407573,183.33709,-64.816561,10.512,            TYC 8982-111-1
363573338,172.17334,0.73776748,10.533,                J1128+0044
71029363,153.0376692,-31.41260671,10.557,                  TWA 39 A
422692632,30.445831,1.2847695,10.565,                J0201+0117
422692632,30.445197,1.2876023,10.565,                J0201+0117
251845156,6.960361914,-32.55688843,10.574,                 GJ 2006 B
382552502,35.685203,-60.379947,10.587,                J0222-6022
29853348,23.80842573,-7.214497482,10.591,              Barta 161 12
78109730,81.012546,-34.310337,10.599,                J0524-3418
89257479,312.56909,-34.413112,10.625,          UCAC4 278-227158
467558610,168.81117,-65.110413,10.627,                J1115-6506
241573602,206.9914,-48.268834,10.629,                J1347-4816
153713422,66.005154,-43.134967,10.632,                J0424-4308
422692635,30.445831,1.2847695,10.636,                J0201+0117
422692635,30.445197,1.2876023,10.636,                J0201+0117
90720183,277.14686,-44.958011,10.638,                J1828-4457
272349442,154.36205,-53.907368,10.642,                  TWA 22 A
112603237,112.2125645,-30.26546459,10.651,                 GJ 2060 C
62118520,290.68226,-43.323158,10.667,           UCAC3 94-383364
140478471,21.11605731,-33.91984379,10.668,               G 269-153 A
144155582,188.7673467,-41.61085023,10.669,                    TWA 10
294754396,71.004743,-66.400876,10.67,                J0444-6624
234299628,358.67463,-61.586978,10.672,                  L 169-58
117748478,69.239515,-16.218595,10.676,                J0436-1613
143209291,90.356575,-32.419305,10.678,   2MASS J06012552-3225117
242959947,58.879401,15.284221,10.68,                J0355+1517
445926678,49.53217436,8.044317666,10.6814,                J0318+0802
366499976,127.26691,11.417864,10.69,                J0829+1125
179556239,188.17702,-64.947625,10.7,                J1232-6456
234506911,12.39953,-63.795091,10.708,                J0049-6347
194493084,271.06744,-30.308048,10.712,                J1804-3018
176842025,49.210418,-35.160597,10.717,     1RXS J031651.7-350952
405283117,278.84201,-31.39663,10.721,          UCAC4 294-197044
365330868,46.378445,11.825183,10.722,                    G 5-12
201753428,33.24319,-58.855116,10.731,                J0212-5851
229807000,352.241,-68.043078,10.737,                J2328-6802
20144774,89.805759,-37.066989,10.739,                J0559-3704
162143408,168.358988,-45.39522781,10.742,                  TWA 14 A
355766445,3.8654391,-64.248781,10.745,                J0015-6414
83126270,249.23947,-40.687028,10.752,          UCAC4 247-094529
98853135,45.950406,-12.855821,10.756,                 LP 711-44
179034959,64.404506,-24.330523,10.756,           UCAC3 132-11351
73794647,192.47714,-45.081378,10.759,                J1249-4504
466516954,220.49547,-16.888061,10.765,                 Wolf 1501
48892252,302.22405,-35.33066,10.766,                J2008-3519
48892252,302.22382,-35.33035,10.766,   2MASS J20085368-3519486
201938513,41.944037,-58.074298,10.769,                J0247-5804
24587624,83.702572,-32.659991,10.771,   2MASS J05344858-3239362
444847278,147.58619,-56.357879,10.78,                J0950-5621
195129641,100.38804,21.18388,10.796,          UCAC4 556-032452
165941376,31.757933,-44.110697,10.797,                J0207-4406
387426198,217.22711,-65.587352,10.798,                J1428-6535
54109992,160.35374,-30.024773,10.807,   2MASS J10412509-3001274
189755887,262.4423,-25.066887,10.808,                 LP 864-14
72564426,187.908325,-45.98326965,10.82,                  TWA 20 A
311127588,54.795226,7.9991643,10.821,                   G 80-14
78055893,80.483071,-33.12019,10.842,                J0521-3307
78055893,80.484528,-33.120143,10.842,                J0521-3307
78055893,80.483071,-33.12019,10.842,                J0521-3307
78055893,80.484528,-33.120143,10.842,                J0521-3307
435111484,192.69855,-60.734971,10.844,                J1250-6044
253551040,280.77496,-40.968315,10.852,                J1843-4058
339308290,199.98652,-68.520642,10.863,   2MASS J13195689-6831142
234838638,97.890899,5.7802113,10.872,          UCAC4 479-020861
220622233,84.854623,-42.755784,10.873,                J0539-4245
17307733,65.459241,21.327611,10.877,                    G 8-29
106060772,157.78394,-41.463349,10.878,                  LTT 3858
183651172,184.64367,-6.423296,10.882,                   G 13-27
183820069,358.52076,-41.542533,10.886,                  LHS 4038
142052876,97.69448,-76.716975,10.889,            UCAC3 27-11458
189421351,234.32321,-53.37449,10.89,   2MASS J15371761-5322275
122671519,42.219689,-34.07364,10.897,             J0248-3404 AB
170634461,66.502757,-30.675875,10.899,                J0426-3040
170634461,66.502541,-30.677018,10.899,   2MASS J04260052-3040370
403205635,337.79773,-57.153165,10.91,   2MASS J22311136-5709114
71446322,47.513164,-23.692486,10.915,                 LP 831-35
52914409,99.544068,-1.299822,10.918,                J0638-0117
4382254,345.44312,-6.2399849,10.929,                 LP 701-56
231888176,249.85707,-46.88469,10.946,          UCAC4 216-129068
20144775,89.800999,-37.068306,10.946,            UCAC2 15888252
206603521,21.801287,-57.293657,10.965,          UCAC4 164-001334
335628483,199.18795,-12.339217,10.968,                 LP 737-14
434162270,56.558516,17.154391,10.971,                J0346+1709
422653412,29.062658,0.10216971,10.98,          UCAC4 451-002420
37313353,134.62102,-27.239288,10.984,          UCAC3 126-121060
46029665,131.82836,-57.298471,11.001,   2MASS J08471906-5717547
140072115,57.168789,-37.638883,11.005,          UCAC4 262-003815
269768590,302.71095,-38.74294,11.007,          UCAC4 257-185822
269768590,302.71082,-38.742583,11.007,                J2010-3844
381949410,76.543721,-58.474529,11.012,   2MASS J05061038-5828287
347434161,28.239385,8.5572218,11.017,               EM* StHA 10
97597728,297.07115,-27.342869,11.049,                J1948-2720
97597728,297.06895,-27.342435,11.049,                J1948-2720
97597728,297.06895,-27.342435,11.049,                J1948-2720
97597728,297.07115,-27.342869,11.049,                J1948-2720
405081305,185.50217,-70.017761,11.05,            TYC 9231-426-1
467368706,168.41969,-64.816474,11.057,   2MASS J11134086-6448593
18547845,71.986963,19.024555,11.062,                J0447+1901
18547845,71.986337,19.023761,11.062,                LP 416-565
401945770,57.665298,-3.8988691,11.064,                 V* LP Eri
161476011,72.971151,-46.791871,11.07,                J0451-4647
20572377,128.50869,13.505581,11.075,                J0834+1330
121007796,55.315133,-22.885574,11.088,  WISE J034115.60-225307.8
59336140,240.46477,-41.677794,11.09,           UCAC3 97-208389
118053599,271.47885,-57.075521,11.096,           UCAC3 66-407600
253501247,197.25876,-57.333684,11.108,            TYC 8657-493-1
231020638,27.737863,-58.734341,11.109,                J0150-5844
317385747,172.57576,-59.986826,11.113,                 [W65] 147
273416539,341.64547,-73.897646,11.123,                J2246-7353
443480340,199.38681,-62.120021,11.134,                J1317-6207
17776275,118.24247,12.744026,11.16,                J0752+1244
411887056,79.008648,15.874122,11.165,          UCAC4 530-012502
309550843,125.24564,-62.796561,11.171,                J0820-6247
307440881,126.31443,-66.428564,11.173,   2MASS J08251563-6625443
152872186,120.22492,-29.561775,11.175,           UCAC3 121-75794
290496318,3.239686,-79.868896,11.175,                J0012-7952
259845346,324.2872,-60.601956,11.177,                J2137-6036
340703767,6.1339155,-25.381808,11.185,          UCAC4 324-000491
153713427,65.990693,-43.149869,11.187,                J0423-4308
273033221,188.37068,-59.396384,11.191,                J1233-5923
254165030,287.02944,-38.651703,11.198,                J1908-3839
372515598,151.35566,-71.624447,11.211,     1RXS J100525.7-713724
454638159,173.72828,-73.509677,11.212,          UCAC4 083-024708
424881692,291.50331,-53.524508,11.225,   2MASS J19260075-5331269
153781478,232.85374,-47.186478,11.233,   2MASS J15312493-4711110
153781478,232.85376,-47.186707,11.233,                J1531-4711
30418458,285.75242,-34.00492,11.233,          UCAC4 280-208712
142369351,118.40531,-18.967071,11.246,                 LP 783-21
396731889,66.004269,-55.206149,11.251,                J0424-5512
454073466,176.39584,-40.933487,11.253,   2MASS J11453539-4055585
201795667,35.214915,-58.394824,11.254,                J0220-5823
410921432,178.07413,-66.762685,11.261,                J1152-6645
455410480,223.39477,-42.739689,11.267,            UCAC2 13586078
49593799,37.034728,-36.472411,11.285,                 LP 941-90
13135619,76.632579,-29.452117,11.292,                  LHS 1735
405040121,185.59259,-71.617846,11.307,   2MASS J12222238-7137040
264748817,109.67446,8.4999044,11.314,          UCAC4 493-042516
166577188,207.94009,-37.700244,11.315,   2MASS J13514567-3742004
81872023,259.83454,-29.825566,11.323,                 LP 920-40
81872023,259.83193,-29.823168,11.323,          UCAC4 301-127424
160828759,189.83749,-53.632612,11.324,   2MASS J12392104-5337579
450861969,187.30976,-60.020289,11.324,                J1229-6001
372225777,150.38179,-68.242906,11.329,                J1001-6814
61281968,70.626663,20.453012,11.331,          UCAC4 553-010628
113910177,294.61463,-32.525193,11.335,                 LP 925-27
345454031,58.143841,11.26075,11.34,                   HG 7-26
40047077,6.4629416,-9.9617672,11.34,                 LP 705-28
128981638,220.28126,-43.950463,11.346,                J1441-4357
128981638,220.27962,-43.950389,11.346,          UCAC4 231-078764
425933644,3.6994157,-60.063519,11.354,                J0014-6003
33864387,65.413645,-72.565424,11.36,                J0421-7233
308903145,184.4169,-64.160885,11.36,   2MASS J12174012-6409389
290076869,319.26862,-28.155487,11.362,          UCAC4 310-262771
337359464,197.12754,-68.74695,11.369,                J1308-6844
81012826,166.41258,-52.787415,11.37,                  LHS 5187
451558240,266.86316,-88.769568,11.378,     [WMK2011] CSTAR 65072
281670243,10.542801,-54.74558,11.384,                J0042-5444
142015852,96.591837,-75.277721,11.387,                J0626-7516
366253050,218.82411,-34.380759,11.388,                J1435-3422
308542808,121.02208,-63.277531,11.392,     1RXS J080405.8-631637
160218863,222.5105,-37.704274,11.397,          UCAC4 262-076018
435910669,64.990978,14.04468,11.412,                J0419+1402
427540754,117.31315,8.6977447,11.417,                J0749+0841
386411251,139.50644,-54.875792,11.418,   2MASS J09180165-5452332
197960398,348.32014,-49.55468,11.421,                J2313-4933
436276821,193.32456,-60.233335,11.421,               [M81] I-390
272550631,121.65008,-74.740071,11.421,                J0806-7444
90723908,277.06882,-44.363487,11.425,                J1828-4421
12509218,3.9035082,-29.76716,11.425,                   GJ 3017
291084984,105.421,5.3735177,11.427,           LSPM J0701+0522
336961885,30.858267,6.7997635,11.429,          UCAC4 485-002908
237885807,20.68889,-63.312568,11.432,                J0122-6318
381285222,255.53883,-67.579519,11.434,                J1702-6734
381285222,255.54091,-67.576067,11.434,                J1702-6734
156002545,8.352294,-51.27898,11.437,                J0033-5116
451557719,171.74516,-59.579916,11.438,                J1126-5934
201897406,40.329832,-57.421713,11.446,           GSC 08494-00369
201897406,40.329099,-57.421586,11.446,                J0241-5725
461720465,60.297934,-16.1744,11.469,                J0401-1610
400320132,166.14172,-67.197734,11.473,                J1104-6711
117874958,9.8978189,-38.288525,11.477,                J0039-3817
220556639,44.196781,-63.717381,11.483,                J0256-6343
77835048,77.610163,-32.88589,11.485,                J0510-3253
77835048,77.610163,-32.88589,11.485,                J0510-3253
77835048,77.609899,-32.885209,11.485,                J0510-3253
77835048,77.609899,-32.885209,11.485,                J0510-3253
160008866,51.169499,-39.073041,11.488,                J0324-3904
281631603,116.04599,-64.967994,11.499,                J0744-6458
400913139,178.63194,-53.409113,11.501,                J1154-5324
57528302,173.07632,-30.331059,11.502,                  TWA 30 A
293613670,76.788669,15.613618,11.504,                J0507+1536
335287811,194.42403,-66.860273,11.505,                J1257-6651
360339486,188.19949,-76.906681,11.507,              UCAC2 593305
230981685,24.513811,-59.067948,11.509,                J0138-5904
259542669,71.752121,-51.577842,11.522,                J0447-5134
25192164,98.08451,-9.7249589,11.534,          UCAC4 402-013866
405756510,192.22862,-59.829973,11.537,                  [PF96] 4
144221039,188.9536093,-39.84026191,11.537,                  TWA 11 C
297257201,142.26629,-49.175188,11.539,                J0929-4910
219229275,63.388582,-52.532915,11.54,                J0413-5231
197963243,348.7389,-48.246791,11.541,   2MASS J23145713-4814467
362733392,266.17736,-53.263448,11.549,                J1744-5315
144219766,188.9419457,-41.26486501,11.554,                    TWA 46
24293836,318.70674,-22.313195,11.558,                 LP 873-20
261283885,292.40585,-43.741921,11.584,                J1929-4344
404484288,61.415438,-40.236237,11.587,  WISE J040539.68-401410.5
269829656,308.4068992,-25.94811921,11.594,                J2033-2556
148101333,105.91115,-17.394183,11.597,                J0703-1723
452357628,88.120677,-53.049703,11.6,                J0552-5302
206544316,18.418844,-59.65974,11.6,                J0113-5939
246895416,9.3998461,-27.142301,11.622,                LP 881-239
220391763,68.241282,-57.695996,11.626,             UCAC3 65-9928
363782768,267.1406,-53.103534,11.627,           UCAC3 74-428746
152479307,171.71356,-38.415449,11.632,            UCAC2 15499505
46739994,85.625523,-15.584166,11.634,                J0542-1535
46739994,85.625741,-15.583929,11.634,                J0542-1535
46739994,85.625741,-15.583929,11.634,                J0542-1535
46739994,85.625523,-15.584166,11.634,                J0542-1535
45310059,147.95777,-38.811641,11.636,                J0951-3848
113233463,284.25382,-40.198267,11.647,           SCR J1857-4011B
457308993,203.52986,-56.4075,11.648,                J1334-5624
457308993,203.53032,-56.407309,11.648,           UCAC3 68-215436
68070930,116.211,0.12600041,11.649,                J0744+0007
168404015,166.59241,-28.357774,11.653,                J1106-2821
389253973,179.8657953,-45.17208796,11.658,                    TWA 45
395130640,169.23511,-80.464354,11.658,          UCAC4 048-009247
24448282,82.17645,-33.450021,11.662,     1RXS J052843.5-332646
169385570,292.51661,-29.659271,11.67,   2MASS J19300396-2939322
173177973,111.14567,-40.870273,11.679,                J0724-4052
274017928,42.282982,-84.351236,11.679,                J0249-8421
76395613,227.90981,-34.056847,11.685,   2MASS J15113865-3403157
1364042,73.910893,-33.798509,11.699,                J0455-3347
17071746,64.015442,18.859068,11.702,                  HG 7-141
286604330,124.69199,-48.104262,11.707,                J0818-4806
268813663,282.06519,-50.30471,11.715,                J1848-5018
276967501,277.28936,-80.445861,11.723,                J1829-8026
299746384,296.11856,-39.344728,11.724,                J1944-3920
115347396,27.556263,-37.69818,11.73,            SCR J0150-3741
53062654,102.61366,-32.055308,11.731,                J0650-3203
200368439,77.465407,-42.128821,11.733,                J0509-4207
343648067,272.27902,-76.223952,11.746,   2MASS J18090694-7613239
13324350,78.513404,-25.284397,11.748,                J0514-2517
164210761,243.02129,-45.940529,11.757,           UCAC3 89-246860
294993587,239.58201,-50.486303,11.764,                J1558-5029
389727431,349.87275,-47.80361,11.787,                J2319-4748
422947065,38.78198622,3.732479682,11.7896,                J0235+0343
434131573,55.633465,12.272872,11.794,           RX J0342.5+1216
278731274,99.528037,-56.081359,11.796,             UCAC2 7201471
429152614,173.1711298,-26.86929741,11.799,                   TWA 8 B
272649679,161.37806,-50.9916,11.802,                J1045-5059
410421717,319.14737,-60.087258,11.813,                J2116-6005
325220989,356.34384,-71.447629,11.814,                J2345-7126
387609278,45.01741,5.9906039,11.82,                J0300+0559
288253049,320.03279,-16.763529,11.829,   2MASS J21200779-1645475
234284556,335.6659,-63.057562,11.83,                J2222-6303
366323063,125.6977,7.9545171,11.832,                J0822+0757
447993848,185.14106,-71.588601,11.836,            UCAC3 37-74163
161576005,75.079713,-45.244963,11.844,                J0500-4514
371691843,80.313557,7.8399683,11.844,           LSPM J0521+0750
31780319,50.267214,-68.279614,11.848,                J0321-6816
57830249,174.8905186,-30.66687612,11.876,                    TWA 33
61383924,287.76728,-47.654841,11.877,           UCAC3 85-401088
466516911,220.49446,-16.817933,11.88,   2MASS J14415883-1649008
201898220,40.509294,-53.987466,11.894,                J0242-5359
201898220,40.517656,-53.983394,11.894,                J0242-5359
359766629,185.15016,-73.884159,11.9,                J1220-7353
308542258,121.0765,-62.725106,11.902,                J0804-6243
100510452,85.908927,-33.595173,11.906,                J0543-3335
386457976,128.2342,-14.376422,11.907,                J0832-1422
232064182,340.43337,-61.327923,11.917,   2MASS J22414366-6119393
232064182,340.43623,-61.325694,11.917,   2MASS J22414436-6119311
35001854,224.6979,-58.273139,11.93,                J1458-5816
209291266,210.16958,-55.293824,11.933,                J1400-5517
44793998,62.093165,-27.744542,11.933,                J0408-2744
44793998,62.093637,-27.742985,11.933,                J0408-2744
44793998,62.093165,-27.744542,11.933,                J0408-2744
44793998,62.093637,-27.742985,11.933,                J0408-2744
220523369,42.593499,-65.765352,11.941,                J0250-6545
85381375,238.48702,-58.889945,11.942,                J1553-5853
13020091,75.3907,-29.533408,11.942,                J0501-2932
321002807,175.33079,-63.821308,11.943,                J1141-6349
14230584,78.802067,-38.598422,11.948,                J0515-3835
336961891,30.884666,6.8158773,11.949, [SLS2012] PYC J02035+0648
121779963,226.19627,-39.823911,11.953,                J1504-3949
406694754,198.42704,-58.122824,11.956,                J1313-5807
120459265,1.0900139,-37.552998,11.961,   2MASS J00042123-3733083
408256539,70.620372,-26.229688,11.963,   2MASS J04422885-2613458
361525866,193.97946,-74.289047,11.971,            UCAC3 32-55026
179006947,210.20634,-41.165931,11.974,           UCAC3 98-145572
335836484,195.01855,-69.438963,11.986,                J1300-6926
25118964,61.932937,-68.419681,11.994,                J0407-6825
139984208,327.66901,-51.227665,11.998,                J2150-5113
384950919,137.15578,-58.531022,12,                J0908-5831
158232148,287.30336,-50.121106,12.004,                J1909-5007
175298549,347.40178,-39.853002,12.007,          UCAC3 101-434911
234506344,12.219774,-65.442699,12.008,                J0048-6526
329538372,191.89999,-70.520561,12.008,                J1247-7031
83472521,249.48457,-37.692978,12.009,   2MASS J16375634-3741317
214870481,241.11185,-52.992407,12.019,                J1604-5259
438627800,201.86499,-47.3189,12.019,   2MASS J13272765-4719075
178931743,209.49196,-37.993001,12.021,                J1357-3759
118278380,272.37382,-54.515263,12.024,   2MASS J18092970-5430532
165214815,56.658581,-39.11112,12.027,                J0346-3906
53688674,103.38042,-28.104508,12.028,                J0653-2806
466538554,166.13873,-62.543168,12.031,   2MASS J11043379-6232344
378126824,155.18542,-63.189234,12.033,   2MASS J10204460-6311214
464605099,156.69391,-59.924052,12.034,                J1026-5955
422529332,215.78126,-22.287888,12.034,                 LP 857-29
101103091,57.879891,-43.388648,12.036,                J0351-4323
231910539,6.8895837,-61.954941,12.036,                J0027-6157
337147104,196.82306,-68.736328,12.042,                J1307-6844
470289424,267.43163,-40.093394,12.042,                J1749-4005
440744832,144.48864,-57.565661,12.046,                J0937-5733
309200720,223.54769,-51.220025,12.046,                J1454-5113
280945693,174.06971,-69.464318,12.051,                J1136-6927
261560580,349.25167,-74.536258,12.051,                J2317-7432
405508600,190.3441,-57.345997,12.053,                J1241-5720
213240679,257.37272,-52.589136,12.055,                J1709-5235
339397736,295.79121,-60.282911,12.07,                J1943-6016
450103788,73.703859,7.7388781,12.071,                J0454+0744
372106647,310.79381,-69.713198,12.092,                 V* MV Pav
405089321,185.495,-67.915253,12.094,                J1221-6754
46034586,131.84149,-59.322972,12.1,                J0847-5919
272248916,229.49274,-33.578664,12.103,                J1517-3334
141212720,81.780802,-72.520982,12.103,                 WOH S 300
230982053,24.495696,-56.762591,12.104,                J0137-5645
317325489,58.077256,-85.384992,12.109,     1RXS J035215.9-852304
415808109,184.95222,-23.534829,12.113,                  LP 52-34
290674357,174.09304,-60.887387,12.114,                J1136-6053
452522877,140.94572,-73.681852,12.115,                J0923-7340
452522877,140.94572,-73.681852,12.115,                J0923-7340
452522877,140.95067,-73.679694,12.115,                J0923-7340
452522877,140.95067,-73.679694,12.115,                J0923-7340
340638718,116.67416,-58.68361,12.118,                J0746-5841
234333175,36.103456,-70.555903,12.119,                J0224-7033
308984536,150.89901,-27.295638,12.129,   2MASS J10033606-2717454
244943765,197.13559,-50.892127,12.13,                J1308-5053
67630561,18.265623,-34.63871,12.131,                J0113-3438
150068381,91.871983,-64.158836,12.131,                J0607-6409
178155030,42.748881,-34.151529,12.135,                J0250-3409
172889501,256.94865,-59.522803,12.137,   2MASS J17074774-5931194
390901985,286.95361,-35.829322,12.138,                J1907-3549
378035942,154.76283,-64.681076,12.14,                J1019-6440
378035942,154.77064,-64.676079,12.14,                J1019-6440
152970890,47.93992,-47.330632,12.148,                J0311-4719
278825715,100.31658,-56.274908,12.148,                J0641-5616
345449475,57.893279,7.3730532,12.149,          LSPM J0351+0722W
345449475,57.894413,7.3736443,12.149,          LSPM J0351+0722E
238813187,327.27122,-64.218181,12.154,                J2149-6413
