tic,prot
169468632,0.324806315
169474827,1.757911392
169475779,1000
169780034,1.087084149
169995319,1.880394922
170244362,1000
170986304,1000
172608950,0.864423264
172608996,0.74726753
172615355,1000
172937284,0.842411222
173560788,1000
173871956,1000
17509396,0.835547756
175637609,1000
176463726,1000
176463845,1000
176736914,1000
177046404,1000
177342632,1000
177342637,1000
177906321,1000
178201756,1.034450652
178456568,1000
178931743,0.402426877
178936965,1000
179006947,0.637620164
179051461,1000
179051609,1.419657119
179058103,1000
179099805,1000
179130687,1000
179251947,0.649327878
179291515,1000
179292555,1.614043584
179323572,1000
179413040,1000
179413905,1000
179454594,1000
179486821,1000
179488671,1000
179538968,1000
179556239,1000
179609529,1000
179622269,1000
179623765,0.731803711
179715817,0.369113209
179743858,1000
179905128,0.328131922
179964001,1000
181158879,0.435032304
181229199,1.487614372
183672794,1000
183721262,1000
185053184,1000
185070752,0.248592206
185253549,1.120336134
185462761,1000
185466937,0.137188722
185467501,1000
186071470,1000
186071737,1.933575054
186282009,1000
186695560,1.364864865
188212197,1000
190372855,1.516206073
191006639,1000
192635573,1000
192865791,1000
193655752,1000
194744695,1000
201460245,1000
204901508,0.647687524
205098050,1000
205106599,1000
205337959,1000
205461071,0.924421023
207024611,0.761132679
207218435,1000
207786920,1000
208292428,1000
208390962,1000
209291266,1.07118753
210464356,1000
210466266,1000
21046708,1000
210512625,1000
210516792,1000
210541258,1000
210577071,1.859933036
210636726,1000
210806853,1000
210845898,1.119113573
210852484,0.714469453
210904767,0.792298092
210975114,1000
211021368,0.51680428
211023340,1000
211026927,1000
211129330,1000
211143017,1000
211237621,1000
211237627,1000
211310047,1.297518248
211350188,1.634624816
211459804,1000
211517703,1000
211519761,0.447758186
211587085,1000
211609345,1000
211679194,1000
211850864,1000
212006744,1000
212107778,1000
212111913,1000
212144639,1000
212187947,1000
212201942,1000
212461524,1000
214781069,1000
214977500,1000
214987913,1000
215392772,1000
215770172,1000
217182385,0.302484402
21736345,1000
219212899,1000
221026003,1000
221377651,1000
223258876,0.572164285
223364996,1000
22351517,1000
225141357,1000
225318044,1000
225355459,1000
225700322,1000
225957292,1000
226028654,1000
22836043,1000
2322864,1000
233981889,0.904845935
233982181,0.629402323
235323562,1000
23558618,0.457955482
23997930,1000
23998007,0.89070016
24001971,1000
24002064,1000
241289894,1.278113316
24130764,0.331098197
241308672,1000
241318996,1000
241343119,1000
241363085,1000
241376080,1000
241423335,0.681246806
241467204,1.348710167
241483053,1000
241506132,0.563363617
241511379,1000
241537051,0.444844845
241570607,0.544229906
241593128,1000
241604526,1.534353781
241611533,0.289668658
241626984,1.650408517
241640242,1000
241660076,0.144985536
241660079,0.144985536
241661288,1.92269974
241677723,1000
241683370,1000
241685708,1000
241691097,1.207389966
241728550,0.682607137
241734101,1000
241734117,1.688449848
241739877,1000
241751294,0.381470142
241755717,1000
241825308,1000
241836648,1000
241865167,1000
241883618,1.846537396
242097551,1000
242119768,1000
242146861,1000
242267549,1.719592416
242311400,1000
242336470,0.304731429
242367242,1000
242391843,0.756082346
242542752,1000
242548962,1000
242557720,1000
242572820,1000
242583230,0.952762095
242583644,1000
242595135,1000
242612195,1.182334161
243161100,0.564293575
243164696,1000
243192504,1000
243198273,1000
243219824,0.577317802
243237647,0.501636754
243237937,1000
243265638,1000
243309743,0.887616511
243321910,0.753859203
243330489,1000
243341756,1000
243344284,1000
243359168,1.926311227
243389982,1000
243390044,1.658415226
243391162,1.500675371
243391171,1.507292256
243393076,0.258622696
243396962,1.993719157
243416139,1000
243430178,1000
243455472,0.530436858
243477650,1.911946078
243496587,1.103459692
243497535,1000
243499551,0.402269024
243511069,1000
243563219,1.823553549
243642384,1.742972938
243647020,1000
244865631,0.428667888
244866914,0.315804434
244882956,1000
244903149,1.290984797
244943765,1000
245026007,1000
245033307,1000
245035219,0.636038357
245066871,1.299161957
245157924,1.183698837
245232133,1000
245234391,0.403059528
245271960,1.229095602
245298317,0.536542176
245304994,0.883030865
245339150,1.742972938
245430125,0.45410266
245431214,1000
245431787,1000
245440777,0.771438491
245934292,1000
246425529,1000
246597114,1000
247213812,1.883849089
247348620,1.839911675
249998165,1000
250091359,1000
250123846,1000
250218988,1000
253083455,1000
253085110,1000
253141553,1000
253151299,1000
253176053,0.61839603
253204497,1.163553849
253228981,1000
253270831,1.92269974
253309679,1000
253319678,1000
253360354,1.115461847
253370606,1000
253374215,0.788036411
253393942,1000
253425832,0.142685903
253501247,1000
253517149,1.929936306
253521513,1.198920863
254322223,1000
254334148,1000
254365274,1.73120374
254365686,1000
254387071,1000
254597659,1000
254628801,1000
254659451,1.978335065
254740868,0.774936061
254771390,0.94399207
254771977,1000
254844960,1000
254901458,1000
255029152,1000
255038045,1000
255092900,0.459391475
255191560,1000
255255899,1000
255263381,1000
255263576,0.442350443
255350388,1000
255464386,1000
255513991,1000
256168711,1000
256168939,1.543591525
256470244,1000
256597468,0.171914894
256902444,1.728286233
257365176,1000
258406641,0.638414021
258455309,1000
258518383,1000
258519867,1000
258520047,0.349609273
258583891,1000
258588345,0.836229066
258686739,1000
258789022,1.929936306
258908663,1000
260772408,0.421618545
260937089,1000
260937143,1.591500537
261219557,1000
261220766,1000
261389834,1000
261389883,0.491303066
261862960,1.608979001
261863003,1.608979001
261960129,1000
261987584,1000
261993378,0.30951386
264137167,1000
266719282,1000
269155560,1.284516813
269155561,1000
269797536,0.807266122
270107026,1000
271173708,1000
272208416,0.582564999
272248916,0.370714345
272309839,1000
272340468,1000
272341048,1000
272341056,0.919448276
272393044,1000
272395377,1000
272396062,0.425820052
272397344,1000
272456799,1000
272977820,1000
273020657,1000
273033221,1000
273279406,1000
273349137,1000
273904501,1000
2743109,0.46166632
275018323,1000
275651537,1000
275698736,1.338151159
275705109,1000
275921029,0.913713933
275927307,1000
276004385,0.88608268
276130740,1000
276219648,1000
276293815,1000
276300910,1000
276300912,1000
276452267,1000
276453848,0.305913127
276462423,1.699643039
276491524,1000
276494538,1.779260643
276503464,1000
278327818,1000
278409390,1.801134828
278647094,1000
279690786,0.452899412
279810164,1000
279819212,1000
279821618,0.458569807
279883855,1000
280055342,0.393320746
280135202,1000
280351891,1000
280352117,1000
280514622,0.690419472
280822724,1.606458609
280828479,1000
280939396,1000
280945693,0.636433072
281164807,1000
281757097,1.049268062
281960524,1000
285357261,1000
286148475,1000
287564618,0.455919568
287602143,1000
287610404,0.362716291
287670422,0.342030324
287672433,1.189189189
289037856,1000
289425857,0.44600562
290112560,1000
290432014,1000
290794924,1000
290932786,1000
291621749,1000
291651765,0.41362621
291866634,1000
291909020,1.710985626
292082107,1000
292160633,1000
292160635,1000
292265209,1.279708197
292566342,1000
2926575,1000
292925229,1000
293422940,1000
29362377,1000
294558241,1000
295899674,1000
295901750,1000
295911223,1000
296041889,1.642478748
296264014,1000
296483317,1000
296700769,1.049268062
29731593,1000
297891163,1000
300229986,1000
300649919,1000
30067072,0.506843066
300874574,1000
301087756,0.482519001
30120760,1000
30247012,1000
30287172,1000
303188775,1000
303277487,1.374008039
305720070,1000
30601303,1000
306548914,0.778465491
307143242,1.207389966
307425592,1.343409915
307526685,1000
307533179,1000
307602388,1000
307606579,1000
307606851,1000
307610438,1000
30843137,1000
3084844,0.542789675
308769611,1000
308903145,0.828795226
309039549,1000
309096769,1000
309200720,1000
309456404,1.598944591
309525500,1000
309537028,1000
309592163,1000
309817108,1000
30993392,1000
310553064,1000
310555052,1000
310556491,0.777875022
310888517,1000
311051982,1000
311504442,1000
311587909,1000
311589488,1000
311757828,1000
312093689,1000
312134943,0.379774961
312420298,1.130213632
312512588,1000
312617534,1000
312617539,1000
312803013,1000
312963420,0.622903331
313272501,1000
313857039,1000
314119556,1000
314457370,1000
314551036,1000
314624925,1000
314898880,1000
314899629,0.412627669
315340047,0.35653732
315667964,1000
315806959,1000
316155799,1.944574096
316284824,1000
316295827,1000
316430346,1000
316577292,0.569305662
316657304,0.379073074
316895281,1.498482635
317501202,1000
317530127,1.8769534
318035342,1000
318141352,1.468443661
319652833,1000
320855910,1000
321657875,1000
321805583,1.674663987
322448211,1000
322617660,1000
322950055,1.317521494
323020529,0.930290978
323246065,0.133059204
323246150,1000
323269451,1000
323292484,1.839911675
323292655,0.834867556
323350241,1000
323350447,1.933575054
323354786,1.251595944
323354855,1000
323579229,1000
3243257,0.495576537
3244269,1000
324855290,1000
324945165,1000
324981153,1000
326160197,0.221480189
326467176,0.487334138
326538701,1.6665
326742300,1000
327018071,1.237997957
327039106,1.37955298
327150358,1000
327168037,0.933678829
327330233,1000
327551575,1000
327667195,1.189189189
328248725,1.044991378
328480578,1.003084794
328591089,1000
328700272,1000
328702100,1.502874535
328802637,1000
328811406,0.559674237
329126533,1000
329299765,1000
329454577,1000
329538372,1000
329544296,1000
329604972,0.522864538
329657282,1000
329681689,1000
329775824,1000
329815628,1000
330123048,0.346537742
330551496,1.705295472
330854797,1000
330987798,1000
331178729,1000
331183881,1000
331335557,1.785456006
331905818,1000
332012383,1000
33207345,0.475141666
332124503,1.247030212
332213483,1.050342709
332408370,1000
332793697,0.70175808
332888505,1000
333544395,1000
333825708,1000
333843969,1000
333950446,1.338151159
334124480,1000
334129050,1000
334234040,0.816261556
334300228,1000
334417833,1000
334424163,1000
334425144,1000
334471381,1000
334835256,1000
334930659,1000
334930665,1000
335139519,1000
335146096,0.816261556
335287811,0.876240552
335370623,1.489775394
335376063,1000
335452175,0.650151175
335454137,1000
335598085,0.661047203
33563673,0.863695258
335643748,1000
335836484,1.820316767
336474663,1000
336697594,1000
337147104,1000
337359464,1000
337819441,1000
338029510,1000
338248268,1000
338273577,1000
338465029,1.198920863
338495232,0.859352843
338655076,0.926927623
338669161,1000
338896318,1000
339308290,1000
339415690,1000
339530484,1.299161957
339812943,1000
339879584,1000
339989392,1000
340221485,0.246264108
341051535,1000
3411260,1.67740312
3412422,1000
341286194,1000
341448790,1000
342195230,1000
342299823,1000
342616246,1000
343609114,0.566788538
343709282,1000
343976519,0.634857143
345686927,1.791694665
348972955,1000
35001854,1000
350461192,1000
351428181,1000
351521484,1000
351619257,1000
352162554,1000
35508079,1000
356900912,1000
357040880,1000
357040925,0.25693802
357105141,1000
357105301,1000
357165560,1000
357208862,1000
357311864,1.487614372
357906942,1000
358020786,1000
359110060,1000
359137193,1000
359307236,1.154385661
359308549,1000
359641042,1000
359690566,1.586576223
359762838,1.135217984
359766629,1000
359766954,1000
359767082,1.534353781
359767456,1000
359830202,0.353100087
359892714,0.472079601
359916090,0.969882148
359997243,1000
360000758,1000
360130454,0.574729491
360156606,1.66110142
360261300,1.029259631
360263464,1000
360323842,1.823553549
360339486,1.843218582
360631514,1000
360899037,0.876240552
361112047,0.326252937
361289085,1.859933036
363622794,1000
363773536,0.686720923
363781484,1.124019897
363846319,1000
363851826,1.45387132
364200513,1000
364200608,1000
364203272,1000
364368528,1.948268303
364523302,0.602412905
364535352,1000
364757920,1000
366011024,1000
366011440,1.552941176
366011855,0.532917616
366248785,1000
366314212,1000
36768039,1.205970149
368499910,0.462082351
368723998,0.271638142
36959970,1.804303695
369620680,1000
369743686,1000
369743688,1000
369897885,1.431547299
370476997,1000
37106902,1000
371083374,1000
371118393,1000
371122327,1000
37182195,1000
372884534,1000
374456194,1000
374648559,1000
374732772,1000
37479080,1000
374811843,1000
374812110,1000
374823554,0.996263638
375681458,1000
375729536,0.535421687
376804195,1.074554687
378094374,1000
379133054,1000
379329149,1.41378579
379552897,1000
379593781,1000
379769581,1.312463083
380486560,1.145360825
381377851,1.359437137
381441323,1000
381441805,0.489660998
381838186,1000
381941359,1000
382288432,1000
382407397,1000
382407573,1000
382543452,0.761132679
382619547,1000
382643945,1000
382646817,1000
382700651,1000
382701193,1000
382720578,1000
382794993,0.616166751
382951562,1000
383337212,1.059019779
383337214,1.060114504
383346621,1.443638332
383492888,1000
383497618,1000
383582909,1000
383591751,0.850797703
383632304,1000
383894833,0.492719344
385997634,1000
386816877,1000
386943436,1000
386944962,1000
38740321,1000
387426198,1000
388237166,1000
388240837,1000
388672195,1000
388674739,1000
389955369,1000
390601640,1000
39091208,1000
391251375,0.745095848
391995932,1.522960932
392031929,0.722523304
392038114,1000
392102549,1000
392322718,1.740015662
392325093,1000
392328254,0.761697995
392556209,1000
3926262,1000
392694988,1000
392752914,1000
392753815,0.644431555
392788625,1000
392838495,1.451813133
392860047,1000
395052612,0.295937847
395130640,0.41295998
396138247,1.302461899
397231463,1.608979001
399020708,0.44349822
399025895,0.382751493
399151944,1000
399637637,1000
399853374,1000
401137605,1000
401282871,1.581682287
402546736,1000
402648095,0.883791846
404017605,0.993368601
404018697,1000
404144841,0.447172469
405040121,0.828795226
405077613,1000
405081305,1.496296296
405089321,1000
405508600,1000
405512926,0.960795618
405513314,0.377399083
405513518,0.576344458
405514195,1000
405567821,0.191175416
405575602,1.904843549
405575677,0.943123939
405576310,0.358406366
405642977,1000
405692410,1.061211494
405749966,1000
405754448,0.53851436
405756510,1.674663987
405805240,1.728286233
405813282,1000
405816683,1000
405846469,1000
405911276,0.493430549
405912777,1000
406100947,0.920273349
4061225,1000
406180136,0.311393469
406376496,1000
406376506,1000
406376573,1000
406378155,1000
406621405,1000
406624260,1000
406694754,1000
40809505,1.632023503
409358619,0.361056195
409753154,1000
410103620,1000
41057110,1000
410857373,1.53895879
410881634,0.72354282
410981161,1.406032483
411128422,1.593974175
411806442,1000
411874804,0.549773196
411883036,1000
411885590,1000
412016542,1000
412075148,1000
412076331,1000
412106125,1000
412191425,1000
412298784,1000
412300810,1000
412444432,1000
412491257,0.693688537
412540862,1000
412750979,1000
413145172,1.336407378
413285274,0.472079601
414077635,1000
414138813,1.742972938
414519239,1000
414937822,0.710017575
415241207,1000
415241228,1000
418278072,1000
418282828,1.390778218
418461487,1000
418557923,1000
419175506,1000
419778517,1.468443661
419788368,0.805997219
419858183,1000
420013846,1.748917749
42024746,1000
420340349,1.348710167
42045978,1000
420582177,1000
420582698,1.085933046
420587895,1000
420925200,1000
422481257,1000
422529332,1000
424780978,1000
425314091,1000
425368089,0.824133028
425505324,0.383323749
425538263,1000
425579452,1000
425585534,1000
426453339,1000
428781346,1.245515695
429165228,1000
429383724,1000
42974961,1000
430829746,1000
430917753,1000
43096061,1000
433738779,1.427561837
434362248,1000
434563064,1.688449848
434567711,1000
434572413,1.282909931
434664688,1000
435003773,1000
435111484,1000
435801086,1000
435977760,1000
436073131,1000
436276821,1000
436277475,1000
436783866,1000
436998675,1.253125294
437091565,0.632117965
438586540,1000
438598966,1.052498618
438605218,1.164875491
438627800,1.01199332
438645944,1000
438685468,1000
438692318,1000
438702139,1000
438733975,1.3776997
438734016,1000
438775149,1.529776248
438789953,1000
438790187,1000
438790188,1000
438838902,1000
438863006,1000
439971546,1.48545961
439979970,1000
439982071,1000
440813098,0.457138938
440858765,0.805997219
440859812,1000
440863421,1000
440864431,1000
440867932,0.959896321
440868439,1000
440878550,1000
440880146,1000
440957166,1000
442062521,1000
442549473,1000
442577704,1.040749415
442583304,1.091713069
442584059,1000
442586321,1000
442586515,1000
442611273,0.900871681
442611764,1000
442613663,0.869553874
442615457,1000
442623945,1000
442675854,1000
442679925,1000
442689368,1000
442692020,1.374008039
442789578,1000
442813719,1000
442828160,1000
442831713,1000
442866840,0.613953488
443468446,0.961696602
443480340,1000
44476593,1000
446318155,1000
446788152,1000
446885705,1000
446973978,1000
447235456,1000
447993848,0.955424968
448000390,0.288527712
448165364,1000
448186109,1000
448253468,1000
448291130,1000
448445953,0.427952364
448852739,1.170192223
449453090,1000
449586720,1000
449628293,1000
449650822,0.52825105
449666278,1000
449888653,1000
450453847,1000
450568754,1000
450605193,1000
450690604,1000
450711878,0.206288296
450784713,0.278120828
450794865,1000
450861969,1000
450941267,1000
450957950,1000
451140671,1.527497709
451269744,0.668807063
453416841,1000
453510797,0.312246762
453515748,0.954535691
453600519,1000
453661520,1000
453750774,0.137042062
453751173,0.706593174
453808153,0.793524195
453811191,0.482973482
453813834,1000
453819990,1000
453858054,1000
454103841,1000
454335224,1000
454469713,0.713475329
454541357,1.189189189
454638159,1000
454715223,1.494116329
454757744,1.933575054
454816904,1000
454961345,1000
454961439,1000
454980196,1.639852399
455000299,1000
455309397,0.904845935
455375884,0.797225378
455380095,1000
455410480,1000
456421307,1000
456423684,1000
456983505,0.518633782
457183676,1.915517241
457308993,0.358782529
457329755,1000
457458531,1000
45754227,1000
457557304,0.487797739
457643774,1000
457686485,1000
457957224,1000
457995946,1000
457996506,1000
458058639,1000
458060904,1000
458097807,1000
458177065,0.506843066
458181375,1.680151229
458208929,0.345487056
460182601,1000
460297171,1.163553849
460323913,1.472660996
460329848,1000
460372891,1.01199332
460765494,0.316877808
460844584,0.796606119
460849032,1000
460849765,1000
461233137,1000
461282941,1000
461307978,1000
461649403,1000
461663855,1.150500518
461683405,1000
461685626,1.381411253
462044648,1000
462073687,1000
462077825,0.471428571
462146751,1000
462146834,1000
462970984,1000
463058450,1000
463229791,0.590277163
463457697,1000
463457720,1000
463766043,1000
463780382,1000
463780569,1000
464152511,1000
465470793,0.414462026
466368276,1000
466484360,1000
466734882,1000
467980197,1000
46888744,1000
47656047,1000
47752102,1.557658605
47884213,1000
47957164,1000
48006791,1000
48007647,1000
48064387,1.271773347
48067254,1000
48227278,1000
48358355,1000
48364505,1.221774194
48437482,1000
48630780,1000
49420182,1000
54172975,1000
54175032,1000
54175033,1000
54179668,1000
54245747,0.972641716
54339425,0.560592044
54449487,1000
54595692,1000
54667962,1000
54810190,1000
54811378,1000
58406077,1.431547299
58413338,0.28893416
58463400,1000
58488208,1000
58582428,1000
58583881,1000
58593044,1000
58646587,1000
58749494,1000
58751944,1000
58752825,1000
58753072,1.226156535
58753883,1000
58832313,1.632023503
59015682,1000
59017926,1000
59093872,1000
59183599,1000
59232730,1000
59327002,1000
59403154,1.908388205
59500324,1.346938776
61012630,0.44426672
61079477,1000
61122167,1.598944591
61249746,1000
61356670,1000
61393918,1000
61526759,0.763967681
61530691,0.402426877
61600609,1000
61707364,0.322356013
6179301,1.06784141
6180142,1000
66680534,1.024120449
66922964,1.124019897
67170726,1000
67237467,1000
67271271,0.806631171
67670494,0.157644555
67822383,1.06784141
67897871,0.259539013
67978974,0.5689898
68053872,1000
68164488,0.858633348
68176067,1000
68254636,1000
68255976,1.372169617
68286377,1000
68328624,1000
68405083,1000
68414973,0.550363276
68416596,1000
68418284,1000
68431895,0.933678829
68435447,1000
68499562,0.779056857
68564307,1000
68567425,1000
69094113,1000
69178294,1000
69283667,1.11062979
69384248,1000
69420071,1000
69723262,1000
69876021,1.959435626
69883377,1000
69963577,1000
70013065,1000
70111238,1000
72008370,1.760929864
72178247,0.81496424
72678969,1000
72852731,1.125253207
72902613,1000
75379576,1000
75436488,1000
75540884,0.52797909
75543709,1000
75616091,1000
75642561,1.190569745
75648725,1000
75735567,0.265932619
75869475,1000
75873633,0.465649122
75931110,1000
75933042,1000
75970186,1000
75971901,1000
76050403,1000
76056809,1000
76057224,1000
76322020,0.874000262
76322064,1000
76325954,1000
76395613,1000
76397021,1000
76432514,1000
76435066,1.151792657
76580025,0.511902933
76587359,1000
76652075,1000
76702258,1000
76706808,1000
78872931,1000
78981730,1000
79358659,1.476902625
81003,1000
81559041,1000
83211097,1000
83332539,1000
83365367,1000
83451882,1000
83585826,1000
8373961,1000
83757145,1000
83785001,1000
83863971,0.617651147
83913272,1000
83917373,1000
84085575,1000
8420443,0.589598443
84752981,0.753305458
84753635,1000
84756271,1000
85133085,0.801587302
88789763,1000
88966513,1000
89026796,1000
89027437,1000
90800382,0.52797909
9243001,1000
93220501,1000
93456758,1000
93457683,1.350486224
93610654,0.562128431
93700013,1.14153609
93704259,1000
93778206,1000
93869857,1000
93929282,1.779260643
93932740,1000
93985722,1.96318657
94071239,0.508350492
94075828,1000
94681643,1000
94683443,0.48525879
94731904,1.0634123
94833141,1000
94834179,1000
95000725,1000
95106140,1000
95282711,1000
95556638,1000
95977956,1000
96059446,1000
96152143,1000
96351492,1000
96630287,1000
96631952,1000
97014510,1.370336109
97769815,1.516206073
97903198,1000
98305034,1.145360825
98327111,1000
98761335,1.431547299
98764168,1000
98900141,0.849388379
98900472,1.131460579
98909539,1.619140151
98914134,1.754903251
98921462,1000
99039745,0.919448276
99039842,1000
99041233,1.908388205
99049176,1000
99205053,1000
99210610,1000
99211574,1000
99285266,1000
99296429,1000
99324893,1.265495966
99918378,1000100185748,1.9372275501307759 
100314334,1000.0 
100582406,1000.0 
101462,1000.0 
101773425,1.6268456375838924 
101827432,1000.0 
101868724,1000.0 
101871538,1000.0 
10238,1000.0 
105450514,1000.0 
107461667,1000.0 
107615902,1000.0 
107653567,1000.0 
111835484,0.2704204782864445 
111947267,1000.0 
111947943,1000.0 
100185748,1.9372275501307759 
100314334,1000.0 
100582406,1000.0 
105450514,1000.0 
10954243,1000.0 
122756151,1.027197781030896 
122973489,1000.0 
123288131,1000.0 
123519327,1000.0 
123723290,1000.0 
125657927,1000.0 
125811563,1000.0 
127871423,1.3107855668075903 
127879955,1000.0 
128580039,0.6848864687146821 
129691767,1000.0 
130431501,1000.0 
132241629,1.6014414414414413 
132612759,1000.0 
133010063,1.593974175035868 
133701057,0.6006487655433411 
133701671,1000.0 
137528618,1000.0 
140114569,0.8815128272943665 
140510862,1000.0 
140891597,0.23557267554864475 
141045993,1.694027954256671 
141212720,1.520702634880803 
141423634,0.9501140250855188 
141807839,0.8472831267874166 
141975926,1.1556865464632455 
142052608,1000.0 
142052876,0.5608986495014515 
144028101,1000.0 
147830641,1000.0 
149248196,0.5142129826050064 
149347480,1.8838490885968633 
149351776,1000.0 
149437620,1.7052954719877207 
149483351,1000.0 
149542119,1000.0 
149639944,0.9744901688473065 
149640056,1000.0 
149723242,1000.0 
149771158,0.8658829642138078 
149805871,0.4310099573257468 
149935360,1000.0 
150062527,1000.0 
150068381,0.5340276386941718 
150143137,0.51994851994852 
150249155,1.0847843775427175 
150322340,1000.0 
150359500,1.0334082629253547 
151300352,0.3107330148001398 
151438404,1000.0 
151704157,1000.0 
151808928,1000.0 
152346470,1.963186570460904 
152377452,1000.0 
15277536,1.3832745382859515 
153140352,1000.0 
153415213,1000.0 
153781478,0.32195121951219513 
153789197,0.6816996471851511 
154117121,1000.0 
154194621,1000.0 
154438290,1000.0 
15502880,1.7489177489177488 
155098408,1000.0 
155384028,1000.0 
155430355,1000.0 
155514798,1000.0 
158480775,1000.0 
160689461,1000.0 
161299420,1000.0 
161786522,1000.0 
16180468,1000.0 
161873315,1000.0 
161909108,1000.0 
162103493,1000.0 
163135893,1000.0 
163141448,1000.0 
163898014,0.8214923901657527 
164029492,1000.0 
164210761,1000.0 
164707310,1000.0 
164707361,1.4098984771573604 
167119957,1000.0 
167123841,0.2704918032786885 
167439141,1000.0 
167808464,1000.0 
167815117,0.46820017559262506 
170244362,1000.0 
170986304,1000.0 
171611328,1000.0 
172608950,0.8644232639564287 
172608996,0.7472675298469817 
172615355,1000.0 
172889501,0.8261246746808775 
172937284,0.8424112220396816 
173056702,1000.0 
173262517,1000.0 
173560502,1000.0 
173560788,1000.0 
173871956,1000.0 
17399504,0.6157967667436489 
17499007,1000.0 
17509396,0.8355477563299072 
175637609,1000.0 
176463726,1000.0 
176463845,1000.0 
176736914,1000.0 
176873028,1000.0 
176980970,0.6113913601760983 
177046404,1000.0 
177115978,1000.0 
177313167,0.2995685781053388 
177342508,1000.0 
177342632,1000.0 
177342637,1000.0 
177631209,1.3364073777064958 
177906321,1000.0 
178201756,1.0344506517690875 
178456568,1000.0 
179040880,1000.0 
179051461,1000.0 
179051609,1.4196571185177296 
179058103,1000.0 
179234597,0.4967768379476097 
179315999,0.6143212607132983 
179609529,1000.0 
179622269,1000.0 
188212197,1000.0 
189421351,1000.0 
190372855,1.5162060730126237 
191006639,1000.0 
192635573,1000.0 
192865791,1000.0 
193655752,1000.0 
194744695,1000.0 
198051539,1000.0 
198079612,1000.0 
201460245,1000.0 
204901508,0.6476875242907112 
205098050,1000.0 
205106599,1000.0 
205175750,1000.0 
205337959,1000.0 
205461071,0.9244210234364165 
206069705,1.307443365695793 
207024611,0.7611326786937657 
207218435,1000.0 
208292428,0.4884947970101128 
210464356,1000.0 
210466266,1000.0 
21046708,1000.0 
210512625,1000.0 
210516792,1000.0 
210541258,1000.0 
210577071,1.8599330357142858 
210636726,1000.0 
210845898,1.1191135734072022 
210904767,0.7922980923515778 
210975114,1000.0 
211021368,0.5168042795673916 
211023340,1000.0 
211026927,1000.0 
211080657,1000.0 
211086449,1000.0 
211129330,1000.0 
211143017,1000.0 
211237621,1000.0 
211237627,1000.0 
211310047,1.2975182481751824 
211350188,1.6346248160863166 
211459804,1000.0 
211587085,1000.0 
211609345,1000.0 
211679194,1000.0 
211681133,0.5063425750094949 
211850864,1000.0 
212006744,1000.0 
212044820,0.6848864687146821 
212107778,1000.0 
212111913,1000.0 
212144639,1000.0 
212187947,1000.0 
212201942,1000.0 
212461524,1000.0 
213240679,1000.0 
214781069,1000.0 
214870481,1000.0 
214977500,1000.0 
214987913,1000.0 
215392772,1000.0 
215770172,1000.0 
217182385,0.30248440158820195 
220391763,0.600297176820208 
220405105,1000.0 
220425740,0.5612055901666947 
220433363,0.4277738561252647 
220433364,0.4277738561252647 
220473309,1000.0 
221026003,1000.0 
221355243,1000.0 
221377651,1000.0 
222835418,1000.0 
223258876,0.572164284794644 
223364996,1000.0 
22351517,1000.0 
225141357,1000.0 
225318044,1000.0 
225355459,1000.0 
22836043,1000.0 
230793632,1.5890345649582835 
230795292,1000.0 
231888176,1000.0 
2322864,1000.0 
233981889,0.9048459345730963 
233982181,0.6294023227268435 
234203018,1000.0 
235323562,1000.0 
237969900,1000.0 
238194430,0.7003204286389663 
238196350,0.849388379204893 
23997930,1000.0 
23998007,0.8907001603420631 
24001971,1000.0 
24002064,1000.0 
24130764,0.3310981969900164 
24192391,1000.0 
245934292,1000.0 
246425529,1000.0 
246597114,1000.0 
246664608,1000.0 
247213812,1.8838490885968633 
247348620,1.8399116754071212 
248318088,1000.0 
25118964,1.018020769700672 
254322223,1000.0 
254334148,1000.0 
254365274,1.7312037397740554 
254365686,1000.0 
254387071,1000.0 
254394012,1000.0 
254406143,1000.0 
254597659,1000.0 
254628801,1000.0 
254659451,1.9783350645496367 
254740868,0.7749360613810742 
254771390,0.9439920696735821 
254771977,1000.0 
254844960,1000.0 
254901458,1000.0 
255029152,1000.0 
255038045,1000.0 
255092900,0.4593914751386926 
255134616,0.26669333866773354 
255191560,1000.0 
255236579,0.3017723352724145 
255246336,1000.0 
255255899,1000.0 
255263381,1000.0 
255263576,0.4423504429476758 
255350388,1000.0 
255464386,1000.0 
255488269,1000.0 
255513991,1000.0 
256097445,1000.0 
256097450,1000.0 
256239953,0.6165371809100999 
256301736,0.27759385345743015 
256902444,1.7282862328234379 
257365176,1000.0 
258101273,1.0836381370397465 
258406641,0.6384140209739979 
260127241,0.2542625014303696 
260241701,1000.0 
260268898,1000.0 
260304085,1000.0 
260351540,1000.0 
260972843,0.2846042182563402 
261236136,1.8803949224259517 
261335869,0.5503632760898283 
261960129,1000.0 
263009731,1000.0 
265179710,1.368507493327859 
266271836,1.8873159682899208 
26704081,0.3333583377090991 
269155560,1.284516812795067 
269155561,1000.0 
269797536,0.8072661217075385 
270107026,1000.0 
271639931,0.3779554345977207 
272550631,1000.0 
272977820,1000.0 
274017928,1000.0 
2743109,0.4616663203822979 
275018323,1000.0 
275927307,1000.0 
276947628,1000.0 
276967501,1.9482683033757127 
277016043,1000.0 
277665086,1000.0 
277674241,0.25041322314049586 
278024057,1000.0 
278036258,1000.0 
278327818,1000.0 
278409390,1.8366166138586582 
278647094,1000.0 
278731274,0.4984670604950272 
