tic,prot
23325655,1000
237969900,1000
25208210,1000
259648079,1000
259999047,1000
260268898,1000
268183938,1000
271639931,0.377955435
272349442,0.732326284
276947628,1000
278991483,1000
279516277,1000
287964344,1000
291633913,1000
293273183,1000
293968698,1000
294098955,1.513967749
294159534,0.818215294
29722884,1000
298801915,0.403218001
302661599,1000
302661626,1000
303399455,1000
304219387,1000
306779230,1.329477463
308085979,1.146641438
308186412,0.407059111
308932824,0.550658791
308984536,1000
309252516,0.397898884
309299238,0.190748716
309403283,0.700798991
309857585,1000
310645659,0.423533897
311258541,1000
315004351,1000
333734230,0.343634817
33819781,1000
339633702,1000
340487632,1000
342888849,1.179614228
342888854,1.179614228
342967337,1000
350146388,1000
350481741,1000
355373774,0.577642981
355406796,1000
355794672,0.361437944
356019424,0.635250393
356204717,1000
356299294,1000
356460403,0.848685467
357023705,1000
358817580,0.965317501
358991384,1000
359158317,1.022079117
359740883,1000
360205899,1000
360641879,1000
360779428,1.933575054
361219467,1000
361227905,1.93722755
361742681,1.728286233
361834361,1000
362249384,1000
370236914,1000
370743873,1.525225947
373251856,1000
382435992,1000
382624902,0.876240552
384169931,1000
384360078,1000
384471898,1.611507313
384950919,1000
385012516,1000
385220745,1000
385626253,0.754413762
385927634,0.786223978
386242030,1000
386243603,1000
386411251,0.374231579
38680132,0.285475686
387004551,1000
388499647,0.565850346
38905773,0.315125157
400391630,1000
400445441,1.097554952
401299019,0.153906539
401478684,1.487614372
41168549,1000
429152610,1000
429152614,1000
430592416,0.173075425
431591891,1000
436718594,1000
437230158,0.940529101
440744832,1000
444536794,1.037590474
444847278,1000
446764692,1000
447437532,1000
45193132,1000
452710252,1000
45302816,1000
45310059,1000
45460157,0.496296021
45460236,0.384041481
46029665,1.300809835
46034586,1000
461156657,1.989850746
462320070,0.336530695
462392165,1000
462492721,0.931981825
462502614,1000
48016265,0.653049229
48333082,1000
49178529,1000
49178630,1000
54109992,1000
71029363,1000
71304330,0.541071429
75314085,1000
89463560,0.393169955
89617003,1000
92835294,0.956315903
92841571,1000
93272269,0.55333278
93544092,1.754903251
93550171,0.629788842
94187896,1000
97815168,1000
102076870,1000
102171925,1000
102302709,1000
103777040,0.473387068
103781571,1000
103861420,1000
107147988,1000
120298397,1000
120772404,1000
124102183,1000
124286087,1000
124338495,1000
124425626,1000
124454212,1000
124570753,1000
130722957,1.24249767
130845934,1000
130983925,1000
131120015,1000
134811023,1.239494236
134873712,1000
135049304,1000
135097399,1000
135160252,1000
135369982,1000
135371083,1000
135424156,0.462082351
135454081,1000
135506567,1000
141972200,1000
142098917,1000
142098919,1000
142110953,1000
142171923,1000
142173958,0.490363396
142264088,1.175557711
142326881,1000
142377526,1000
142387735,1000
142391477,1000
142391542,0.832833583
144155582,1000
144219766,1000
144221009,1000
144226726,1000
144289734,0.786827195
144431824,1000
144726187,1000
144823014,1000
144826574,1.292611984
144921815,0.521269941
145016382,1000
146489087,0.509360434
14715980,1000
151731416,1000
151738776,1000
151830314,1000
151860832,1000
152176559,1000
152397300,1000
152479307,1000
152484511,1.785456006
15367231,1000
15371740,1.043927649
15373882,1000
15444490,1.966951903
15446998,1000
15525212,1000
157175641,0.185102395
157228955,1000
157259346,1000
157270345,1000
157321951,1000
157323523,1000
157324520,1000
158328237,1000
160197791,1000
160204059,1000
160828759,1000
161162039,1000
161461436,1000
161740136,1000
162143408,0.627860978
162399127,0.406736226
162582602,1000
162584974,1000
162585265,0.256103886
162734054,1000
162893536,0.746723423
162987777,1000
163042241,1000
163190353,1000
164592809,1000
165295812,1000
165455652,1000
165904330,1000
165909066,0.903252033
178711988,1000
178723385,1000
178725301,1000
178752873,1000
178866765,1000
178886232,1000
179234597,0.496776838
180254625,1000
180258068,0.81886862
180258315,1000
180260607,1000
180263851,0.976345661
180995270,1000
181112830,1000
181151122,1000
181224055,1000
181225222,1000
204648696,1000
204698840,1000
20546556,1000
20614062,1000
21107353,1000
21109817,1000
21165132,0.745637584
21168851,1000
21827610,1.997602637
219423302,1.305778648
21986681,1000
22214795,1000
22395259,1000
22444931,0.12576528
22507789,1.626845638
22562087,1000
22562130,1.901312037
228697227,1000
229811070,1000
231737433,1000
248072945,1000
248076694,1000
248129790,0.505843072
248146490,1000
248146918,1000
248185023,1000
248206261,1.182334161
25425217,1000
258236059,1000
258317674,1000
258382306,0.210695998
258382313,1.104648272
260304085,1000
260646994,0.208130386
260773190,1000
260778617,1.077943079
261674916,1000
261677352,0.573764848
266842406,1000
267522448,1000
267845661,1000
267846678,1000
268129495,1000
268550619,1000
268660469,1000
268894000,0.881512827
269958752,1000
270374997,1000
270396903,1000
271106312,1000
271629040,1.737068404
271948049,1.101090188
272406021,0.453299786
272407484,0.470347504
272479918,1000
272649679,1000
272883371,1000
272909259,1000
273053129,1000
273127131,1000
273221537,1000
273311877,0.955424968
273317891,1.518451025
273452369,0.581903889
273459191,0.946606078
273817886,1000
277958255,1000
280562557,1000
280675564,1000
280865190,0.623660944
286864983,1000
287485553,1000
287664825,1000
287794816,1.084784378
288059360,1000
288374890,1000
288375338,1000
290674357,1000
290886355,1000
293085103,1000
293109927,0.54480814
294020935,1000
294390041,1000
294575879,1000
295032503,0.799088947
295238189,1000
295381391,1000
295777692,1000
295882266,1000
296336450,0.413126336
297138738,1.67740312
29849276,1000
300397516,1000
301219220,1000
301226897,0.912900575
302443822,0.515764633
302959739,0.437631303
303048907,0.279256823
303330700,1000
304417560,1.584125475
304425262,1.072307569
304531034,1000
306129593,1000
307255082,1000
307257778,1000
307698092,1000
307889317,1000
309150857,0.348776978
316367014,1000
317385747,1.645113524
319218849,1000
320570157,1000
321170838,0.676751269
321303992,0.581903889
32179964,1000
322698434,1000
323172801,1000
323609832,1000
332351556,1000
333192137,1000
333195768,0.716966927
333289147,0.375464684
333298129,1000
333386671,1000
333482849,1000
333670665,1.295878694
333670854,1000
333822981,1000
333832656,0.364003713
334034479,0.9448618
334124479,1000
334211618,1000
334217681,0.270349191
334217994,0.176805252
334221439,1000
334300225,1000
334400037,0.136096366
334684206,1000
334786174,1000
334790064,1.820316767
335046558,1000
335046560,1000
344331260,1000
344500353,1000
345135732,1000
345135733,1000
347677247,1000
349087882,1000
349131805,1000
359627920,1000
360442738,1000
360527688,0.409170426
361740142,1000
362427140,1000
362861389,1000
370438932,1.513967749
370705545,1.098730839
370825476,1000
371372421,1000
372225777,1000
372448825,1000
372515585,1.619140151
372515598,1.632023503
372810731,0.64727873
373035884,1000
375310963,0.726104243
375565862,1.171528998
375568111,1000
375838965,1000
375872061,1000
375895280,0.446782842
376802477,0.504847016
377374093,0.658077891
377877712,1000
378035923,1000
378126824,1000
378413560,0.402426877
378684460,1000
378804584,1000
378840080,1000
379542809,1000
380131021,1000
380679651,1000
382043650,1000
382163444,1000
382246151,1000
382258517,1000
382968820,1000
383615666,0.439318549
38579391,1000
389253973,0.889927241
389926863,1000
389988925,1000
390009811,1.105839416
390229592,1.696830851
390229606,1.699643039
390294856,1000
390320354,1.13271028
390359863,1000
390366768,1000
390384783,1000
390397794,1000
390440616,1000
390441711,1000
390442076,1.102273667
390472975,1000
390480826,1000
390759555,1000
390955053,0.525005907
391333587,1000
391341577,0.623281907
391345891,1000
391346342,0.40007202
391421181,0.752200406
391421890,0.874000262
391516487,1000
391728166,1.989850746
392116188,1.406032483
392467406,0.859352843
393478594,1000
397265144,1.67740312
397367343,1000
397367439,1000
398085117,1.66921247
398312409,1000
398476730,1.290984797
398625382,1.043927649
399367577,1000
399639698,1000
400320132,1000
400331058,1000
400424472,1000
400806831,1000
400913139,1000
401049758,1000
401181197,0.509613547
401184949,1.006036825
401228262,0.716466036
402132821,0.953648069
403842720,1000
404012623,0.644836759
405237154,0.79598782
405318479,1.985997319
405385085,1000
405386564,1000
411357190,1000
411416726,1000
411422518,0.142864797
411502344,0.486871417
411505379,1000
413441054,1000
415808109,0.663184599
421190696,1000
422351312,1000
429163292,1000
429235355,1000
429236863,1000
429293692,1000
433276686,1000
433276798,1000
433357868,0.599595233
433448211,1000
441136750,1000
443183773,1000
443673405,1000
446604183,1000
447276231,1000
448590406,1000
448695729,1000
448740792,1000
448741117,0.741325623
449348769,1000
449351034,1000
449355457,1000
450716635,1000
450935207,0.440261542
450964918,1000
451452509,1000
451922999,1.72248062
451949522,0.453700868
452035938,0.54918438
452448437,1000
452468734,1000
452522877,1000
452591471,1.409898477
452591868,1000
452604601,1.543591525
452697894,1000
453684455,1000
453766186,1000
454016233,1000
454016251,1000
454038589,1000
454070695,1.080213904
454073466,1000
454109915,1000
458161740,1000
458609072,1000
460049532,1000
460105389,1.251595944
460175993,1000
460179837,1000
460338822,1000
460347575,1000
460371874,1.716713881
460478249,0.520476283
460501099,1.993719157
460502873,0.453299786
460532958,1.097554952
460604193,1000
460793411,1000
460796730,1000
460946972,1000
461021559,1000
461066586,1000
461120837,1000
461122870,0.427061311
461125245,1000
461164260,1000
461164675,1000
462686632,1000
463232168,1000
463719392,1000
463869442,1000
464357682,1000
464498986,1000
464897118,1000
464898410,1000
464901555,1000
464907721,0.861518578
464907793,1.67740312
464929832,1000
464936356,1.92269974
464938239,1000
465075473,1.21597957
465107704,1.098730839
465458485,1000
465631056,0.313391787
465699961,1000
465700747,0.760568201
466069844,1000
466248428,1000
466285092,1000
466538554,0.76000456
466573354,1000
466577705,0.356165847
466672768,0.190182736
466744106,1000
466799461,1000
467013980,1000
467162727,1000
467341330,1000
467368706,1.820316767
467445890,1000
467773371,1000
467773418,1000
468162154,1000
5714469,0.431554074
57151429,1000
57151431,1000
57260250,1000
57404590,1000
57450117,1000
57513388,0.731803711
57528284,1000
57528287,1000
57528302,1000
57609486,1000
57612655,1000
57689945,1000
57719552,1000
57787631,1000
57789309,1000
57830249,1000
58535225,1000
58598997,0.326252937
60734281,1000
60734552,1000
61534916,1000
66944319,1.571984436
67131626,1000
67326261,1.632023503
67412678,1000
67416383,1000
67696009,1000
67699049,1000
67801852,0.3007987
67868078,1000
72178248,0.81496424
72180084,0.900871681
72316429,0.94399207
72445399,1.993719157
72499619,1.598944591
72499657,1.24249767
72560132,1000
72564426,1.823553549
72858760,1000
72987984,0.931981825
73182755,0.88
73225908,1000
73303344,1000
73308877,1000
73308879,1000
73336701,1000
73338645,1000
73400144,1000
73460115,1.451813133
73650567,1.051419558
73710370,1000
80215464,1000
80302288,1000
80780817,1000
81315776,1000
81628273,1.38701623
81699706,1000
82580408,1.42162508
82999434,0.726618705
91474697,1000
91531787,1000
91633707,1000
91909726,1000
92331987,1000
92692845,1.336407378
92858906,1000
93000166,0.741325623
93326464,1000
93718122,1.87010801
93848944,1000
93949866,0.421099179
94178492,0.872513089
94178495,1000
94346626,1000
94459006,1000
94554742,1000
94634649,1000
9467581,1000
97905782,1000
99032412,1000
100185748,1.93722755
100314334,1000
100582406,1000
101462,1000
101773425,1.626845638
101827432,1000
101868724,1000
101871538,1000
10238,1000
105450514,1000
107461667,1000
107615902,1000
107653567,1000
111835484,0.270420478
111947267,1000
111947943,1000
112176566,1.226156535
113277027,1000
120856811,0.164602753
121094784,0.586228124
121102484,1000
121196226,1000
121240521,0.319444112
121250827,1.194730711
121357059,1000
121407551,0.900871681
121409701,0.623660944
121672600,1000
121726626,1000
121779961,1000
121779963,1000
121839093,1000
121842245,1000
121847737,1000
121850125,1000
121979152,1000
121981993,1000
121982262,1000
121986836,1000
122083452,1.072307569
122162363,0.87698987
122244909,0.323780843
122248346,1000
122250596,1000
122288890,1.72248062
122394390,0.463544383
122397232,1000
122397233,1000
122456536,1000
122756151,1.027197781
122973489,1000
123723290,1000
124148366,1.853211009
125402195,1000
125657927,1000
125811563,1000
127024985,0.559674237
127089264,1000
127199595,1000
127246209,1000
127249954,1000
127311608,0.958998705
127315102,1000
127442482,0.987628713
127528383,1000
127664368,1.543591525
127731749,0.494382022
127791732,0.304460024
127794299,1000
127861722,0.412295893
127871423,1.310785567
127879955,1000
128079374,1000
128116539,0.64321899
128119540,0.388994252
128414141,0.732849604
128453434,1000
128622430,1000
128835094,1.603946102
128886984,1.634624816
128981637,0.393925068
128981638,0.393925068
128982260,1000
129060941,1000
129116176,1000
129117325,0.259867844
129419398,1000
129470268,1000
129623324,1.051419558
129691767,1000
129774131,1.229095602
130431501,1000
131081098,0.921927944
131411108,1000
132241629,1.601441441
133010063,1.593974175
133701057,0.600648766
134947,1.350486224
135097390,1000
137528618,1000
138728,1000
139659,1000
141045993,1.694027954
141778,1000
141807839,0.847283127
141937,1000
141961374,1000
142513032,1000
142811934,0.405770636
143414073,1.270198171
143420854,1000
14430,1000
144395071,1000
144637867,1000
145092212,1000
147622676,1000
147830641,1000
148081648,0.587908453
148081650,0.587908453
148087359,1000
148152192,0.375877527
148158169,1000
148158374,0.379353517
148158540,1000
148266987,1000
148415949,0.169415711
148480904,0.804732299
148494823,1000
148551290,0.632507828
148646689,0.557847609
148772375,1000
148772958,1000
148901155,1000
148904033,1000
148904850,1000
149437620,1.705295472
149483351,1000
149640056,1000
149723242,1000
149805871,0.431009957
151438404,1000
151704157,1000
151808928,1000
152231928,1000
152346470,1.96318657
152377452,1000
152395748,1000
152462443,1000
153140352,1000
153415213,1000
154117121,1000
154194621,1000
154438290,1000
155098408,1000
155384028,1000
155455,1.158297133
155514798,1000
158293963,1000
158480775,1000
158809330,1.489775394
158815026,1000
158948255,1000
158979332,0.766250934
159043143,0.184602603
159150734,0.157717287
159153860,1.187811832
159195919,1.671933785
159315144,1000
159372538,1.14153609
159376787,1000
159421340,1000
159428617,1000
159496289,1000
159537293,1.273352436
159589603,1000
159752939,0.504102545
159754676,1000
159757542,1000
159864583,1.820316767
160150808,0.374095067
160218863,1000
160288074,1000
160404487,0.872513089
160417246,1000
160417350,1000
160444291,1.569578526
160444470,1000
160502580,1000
160504689,1000
160545965,1000
160549804,1.915517241
160632970,1.479032616
160633268,0.311772134
160644410,1.494116329
160689461,1000
160695823,0.799088947
160701354,1.012992934
160703925,1000
160703933,1000
160704414,0.16891344
161786522,1000
16180468,1000
161873315,1000
161909108,1000
162407160,1000
162585282,0.256167858
162695390,0.245615328
163135893,1000
163898014,0.82149239
164029492,1000
164294030,1000
164582869,1000
164707361,1.409898477
164844,1000
165492756,1000
165662359,1000
165729961,0.955424968
165775281,1000
165823257,1000
166236309,1000
166236391,1.725378543
166242293,0.105907026
166447153,1000
166527623,1.405
166558572,1000
166577188,1000
166896955,1000
167480388,1000
167596713,0.822150962
167670025,0.424761844
167670065,1000
167704195,1000
168164936,1000
168511614,1000
