tic,name,ra,dec,tmag,ctl,sector,prob 
94977159,6030549733344545536,250.46141928082807,-31.502455475909606,10.898,-1,-1,0.9302002873358168 
95827291,6030567707819435904,250.9791227290179,-31.290446947747306,12.554,-1,-1,0.6304942213433652 
466484360,6030614020412577792,249.86965969618106,-31.7255978294419,7.997,-1,-1,0.43465720835991556 
463058450,6030648281389136256,250.30462697565596,-31.3941719058281,9.261,-1,-1,0.0 
386816877,6030715317242543872,249.630639499463,-31.1011984851206,9.087,-1,-1,1.714489099060607e-71 
94972416,6030802036900996480,250.532136883964,-30.6439414852319,9.733,-1,-1,0.7596880048592046 
96895195,6030884367160641280,251.67559799991704,-31.2956147341224,13.437,-1,-1,0.702060154534561 
96351492,6030906146908479360,251.41996036202497,-31.0407901655971,9.093,-1,-1,0.9640824637471271 
97435126,6030894365845442304,251.98957705332901,-31.049303516490397,13.19,-1,-1,0.6069475082370347 
96349153,6030980020347300992,251.36778076129903,-30.64608851710911,12.968,-1,-1,0.5232747226237359 
96889959,6031008474546125312,251.601271835188,-30.401994710678604,12.092,-1,-1,0.22922193010040937 
32965524,6031072138801326208,252.88641556587797,-30.041257862152392,12.171,-1,-1,1.3734841523553303e-42 
96343169,6031203977120124160,251.27031441393802,-30.232627084886197,9.334,-1,-1,0.9412497231997203 
95373564,6031183812278482304,250.85492997815297,-30.380056676283196,10.415,-1,-1,0.9324585551479045 
409286207,6031226590156352384,251.43996069528998,-29.9266535395792,13.302,-1,-1,0.6930583704451172 
95834867,6031247652658912896,250.91680280913505,-29.9643481148729,13.141,-1,-1,0.5566524544964561 
95834867,6031247652669863936,250.91681062509602,-29.9647207513856,13.141,-1,-1,0.5806563765211 
206203427,6031265274893348096,250.721726849496,-29.782259824650897,9.318,-1,-1,0.9198875722057225 
95370367,6031243009782915840,250.65609861725702,-30.059967382337497,11.892,-1,-1,0.9414379593453029 
190999457,6031343997379276672,252.12611119221899,-29.4615720794962,13.087,-1,-1,0.7369978749533717 
386867182,6031601244412853504,249.64902744609094,-30.335655392968803,13.177,-1,-1,0.7648898778520763 
212144639,6031661172113817344,249.340271451035,-30.114598960159103,8.843,-1,-1,1.3929734722422047e-05 
205461071,6031712501248440064,249.54498976910705,-29.678010882385998,8.695,-1,-1,0.7997361069516393 
205614002,6031695600573110656,249.66425609327501,-29.822460591869504,12.832,-1,-1,0.7318372512147447 
211906343,6031756692179764864,248.31842613778997,-30.180032392679898,10.937,-1,-1,2.3971952856821007e-30 
323187268,6031823178275372800,247.65805936310397,-29.906344326258402,9.862,-1,-1,0.8877183328886634 
211609345,6031818294879846656,247.79601244092,-29.9980494315452,8.117,-1,-1,0.8255656277083026 
206068756,6032021399612182528,250.57623121241292,-29.642532915300304,11.707,-1,-1,0.9042210042109982 
206069705,6032011675805796992,250.47455119757998,-29.8287085036022,13.188,-1,-1,0.616281257132494 
206071651,6032020643697930368,250.58446683005798,-29.650965274766502,13.266,-1,-1,0.7849819606143085 
205106599,6032006281320648832,248.79947820662505,-28.7645600712123,11.047,-1,-1,0.8654255208915372 
206068093,6032048715606013184,250.55108331721502,-29.5136927352125,11.155,-1,-1,0.7106820620601478 
206068093,6032048715589678848,250.55155860800602,-29.5131018400263,11.155,-1,-1,0.6326795746623959 
206106222,6032493498103447936,250.709422957717,-27.8534551325985,12.596,-1,-1,0.7540593700206114 
206006819,6032550707068257024,250.45244120926202,-27.601288093851903,13.513,-1,-1,0.778165353027328 
16167602,6032796624069239808,253.59148916780103,-28.653383293203696,9.781,-1,-1,8.361020418445534e-41 
16167741,6032796211752363520,253.575235365199,-28.676232817895198,9.269,-1,-1,0.0 
191257927,6032963028247328896,252.51619148847095,-28.397942363913195,12.968,-1,-1,0.7003980664321078 
191210012,6032980616113959040,252.339283440485,-28.227473254224602,9.613,-1,-1,4.969962168736229e-174 
191210005,6032980620434973824,252.34354711730896,-28.226564833074498,13.203,-1,-1,0.5492408802322013 
18161058,6033150250137772416,254.726866131155,-28.248283614688596,12.736,-1,-1,0.46550517019540005 
18161052,6033150254484386176,254.727487958452,-28.248951248719,12.603,-1,-1,0.4489716662817554 
18959842,6033182483924939136,255.14122591286497,-27.939975016376508,13.251,-1,-1,0.5444954264666286 
17709176,6033260854136740992,254.47632012311902,-27.6083650627589,9.046,-1,-1,0.9160923167371482 
17709160,6033260858500218752,254.47458673091597,-27.6110751001461,7.733,-1,-1,0.41185349884333516 
18955955,6033307205434051840,255.177272219188,-27.4210902853323,13.089,-1,-1,0.46304862271898267 
18957486,6033295694916630272,255.142291738841,-27.631955972785104,12.854,-1,-1,0.4571527420119207 
18957498,6033295694919549312,255.14572061374002,-27.634636877692294,9.767,-1,-1,0.44185126714045964 
19180335,6033305388708703232,255.27534901324702,-27.4481028999808,9.158,-1,-1,0.36626951577534067 
18955961,6033307209775044992,255.178973663144,-27.4216640118271,8.591,-1,-1,0.47770598337021475 
18713229,6033403107822429696,255.0043188912239,-26.984925037900002,10.919,-1,-1,0.48155988743567557 
190958228,6033936778912261504,252.08391589270408,-27.1824946330861,11.443,-1,-1,0.652337720541715 
191265664,6033974304072734592,252.54457164797702,-26.742661559976,7.439,-1,-1,0.9061773280885125 
383066127,6033987257675108224,250.959501920835,-27.685013549448804,13.41,-1,-1,0.7577666476723017 
206324263,6034137164902602496,251.876060140662,-26.8163751040493,11.082,-1,-1,0.2197283706185464 
409228490,6034203689675848960,251.451842125598,-26.6495530620189,7.02,-1,-1,0.2487371444962947 
409228522,6034203483517407616,251.45798343742905,-26.65727027463361,12.813,-1,-1,0.36277497580896667 
15294135,6034282128641423616,253.05541918219802,-26.9197927474235,7.944,-1,-1,2.091049696305646e-203 
15921682,6034317690972308096,253.38976812656503,-26.537347282362198,12.254,-1,-1,0.20518812912202788 
191092199,6034679812576386176,252.25716004296996,-25.4470065532478,9.993,-1,-1,4.773164658620795e-53 
95109317,6035083883095577216,242.67844433863104,-33.861678999657194,12.034,-1,-1,0.9581447542413968 
94740878,6035281520305308032,242.25298219846405,-33.801678375658,13.054,-1,-1,0.8302576663033026 
94267014,6035370374590956160,241.64706701391106,-33.232337469769895,12.031,-1,-1,0.8218318320053781 
96149798,6035433596508021120,243.93285702020506,-33.5015660416457,13.268,-1,-1,0.8413419607984438 
95794999,6035449195829628928,243.57925773376704,-33.43464508792769,10.126,-1,-1,0.24493400886792116 
96418136,6035566465611222528,244.45426321448898,-32.9209887545001,11.874,-1,-1,0.7714047226346439 
96152143,6035634390506081536,243.987282645576,-32.6904349823147,10.97,-1,-1,0.9562194392461173 
95793653,6035602508977758464,243.59314455633304,-33.0111700251083,4.956,-1,-1,0.0 
95977956,6035606597786562048,243.834266977113,-32.9181834568418,10.559,-1,-1,0.6021425104616862 
95106140,6035727028674710400,242.649782367475,-32.7619664518836,8.869,-1,-1,2.6358338665807128e-45 
94999403,6035701224510920320,242.56875908989102,-32.934946450650706,13.463,-1,-1,0.8399676399625648 
94928385,6035755719057732224,242.38215309515093,-32.6491643665409,5.797,-1,-1,0.8550678441366308 
94928384,6035755719057730816,242.38466289635898,-32.6489339396662,6.885,-1,-1,0.8892722920508179 
95000725,6035794025846997120,242.548936741818,-32.443590180864604,10.285,-1,-1,0.8662979437241082 
95000725,6035794030167079808,242.54861318443798,-32.4433442929809,10.285,-1,-1,0.7872271376094148 
95558424,6035922054544743424,243.26149652317702,-31.831598477918693,12.15,-1,-1,0.811427996682023 
93704259,6036188926632560256,240.79913435831907,-32.65575846863939,11.188,-1,-1,0.9594740290460413 
93985722,6036418346602207616,241.127237643846,-32.1247679831764,9.882,-1,-1,0.9555597136567489 
93395602,6036471775996031744,240.151875122798,-31.925256620062694,12.317,-1,-1,0.6065035466316337 
94419380,6036537609259649408,241.74601137460803,-32.32264931757351,10.663,-1,-1,0.962229213349972 
94420199,6036595883378187008,241.78542675337104,-32.0170476340895,12.587,-1,-1,0.786594919731049 
95003423,6036735070361511552,242.52242012675902,-31.4072560963901,11.294,-1,-1,0.7296991555250743 
94834179,6036780566970110592,242.47850792853902,-30.9829682564614,11.424,-1,-1,0.8118345038906145 
94168471,6036853753207457408,241.388759625667,-31.3350251824123,12.978,-1,-1,0.7556784197637151 
94168663,6036860002369561216,241.45491772517906,-31.2560639584535,11.276,-1,-1,0.9403942936817076 
94423686,6037045617991203072,241.745852631409,-30.554251165628802,13.413,-1,-1,0.466622629781382 
210516792,6037142203211411072,244.974612405191,-31.901885607944894,12.436,-1,-1,0.7850302597722351 
210516792,6037142198908248576,244.974823897749,-31.901612994270206,12.436,-1,-1,0.6669637328688165 
210516603,6037190478645640064,244.8936088769201,-31.834921385287206,12.903,-1,-1,0.7727320826694722 
210607191,6037248198694500096,245.23764441524793,-31.572607671384002,12.195,-1,-1,0.8232642364510847 
210789879,6037265692108036480,245.81329573661301,-31.384772839156994,13.598,-1,-1,0.6744853280328872 
210515352,6037307404831790080,244.90783804575292,-31.390843683701412,12.695,-1,-1,0.760158058586821 
210581339,6037314070620773376,245.03149539449802,-31.2936475607269,12.356,-1,-1,0.7922842998413355 
96212770,6037414297980927872,244.04067243387198,-31.4403915660067,12.094,-1,-1,0.9295585783602361 
96333913,6037372825775729920,244.20694661186198,-31.667260911566895,11.772,-1,-1,0.9592249798830224 
96412233,6037581385079589248,244.41492175242794,-30.74132706759739,12.184,-1,-1,0.7689410680511654 
211021368,6037691855943122176,246.291184326356,-30.799380198522897,8.352,-1,-1,0.2758932748366473 
211128024,6037677631011328128,246.50132697422399,-30.822005170960995,13.435,-1,-1,0.7608058779692268 
211021328,6037691855943131520,246.28818567775798,-30.7883215521826,13.218,-1,-1,0.7180309422603408 
211129330,6037707249095855872,246.47501313689403,-30.444202908315,8.448,-1,-1,0.48430989758702436 
210745228,6037726799797880576,245.61928517444701,-30.807829995057997,10.257,-1,-1,0.35606656448427465 
211237627,6037784004457590528,246.73743030547797,-30.539970447151394,10.698,-1,-1,0.9153098260020283 
211238456,6037800673233202816,246.72812676008297,-30.284886276943002,12.722,-1,-1,0.6946629352529207 
211237621,6037784008760031872,246.74005248965597,-30.541212625677503,10.336,-1,-1,0.6537597204850163 
211237617,6037784004457597568,246.73971061269205,-30.542165850066993,11.431,-1,-1,0.7271747022811119 
175693841,6037899491832890752,246.885188000296,-29.624043388839,13.286,-1,-1,0.52973463614227 
175693841,6037899491843533696,246.885560809793,-29.623716858842506,13.286,-1,-1,0.4998331204264796 
392325093,6038066858123563008,245.974350739833,-29.777922768425103,8.643,-1,-1,0.8386482915279257 
392324392,6038086477526720768,245.95397399102896,-29.5277623051147,12.751,-1,-1,0.7891290747837313 
175587081,6038106681060819072,246.716845187343,-29.370476267125508,12.913,-1,-1,0.7994476239822 
98733281,6038124651197080704,246.53230210062,-29.180670296487303,12.249,-1,-1,0.6951613770798253 
391995932,6038156159083776896,245.535765910741,-29.251903603271103,11.998,-1,-1,0.7387012618317395 
95556638,6038208248450948864,243.29861229119095,-31.147004235933206,9.649,-1,-1,8.864579045088786e-65 
392322718,6038192099370792960,245.94570186732903,-28.834090848354304,9.973,-1,-1,0.8095450939717008 
95731934,6038256386444889344,243.55735362885198,-30.7336805823181,13.309,-1,-1,0.8367216770702062 
98178510,6038409321640732672,244.1916612231031,-29.835908559734303,12.512,-1,-1,0.8278702562344179 
95969775,6038416326718918528,243.75053663432598,-30.137183544452004,11.049,-1,-1,0.8539551493081146 
95969762,6038416296668003712,243.75043572756,-30.140009023031798,13.333,-1,-1,0.7542666804669983 
95282711,6038520956430662144,243.027769523236,-30.174304408615697,11.556,-1,-1,0.9508381343637641 
68259972,6038645093856968960,243.22049398560404,-29.6031343782765,10.812,-1,-1,0.9379387380220734 
68257776,6038710587825665024,243.057062603405,-29.2279998877651,11.209,-1,-1,0.9547568205657168 
98304189,6038796315371978496,244.53252432348705,-29.5007974385743,13.444,-1,-1,0.8265530628343852 
98475481,6038824627797125248,244.81700733566797,-29.2536175912172,13.021,-1,-1,0.6713412407656028 
98305034,6038851737631487616,244.54607148992,-29.1869322832308,9.615,-1,-1,0.7947502149818056 
457957388,6038984533714360320,245.20356419278102,-28.735556014200593,11.855,-1,-1,0.7687363993995694 
420925200,6038982716949752704,245.06457041549896,-28.717015663906103,8.563,-1,-1,0.9619808660293064 
392036986,6039021371655978112,245.55475136523992,-28.316372306606194,11.35,-1,-1,0.8572078298807906 
457957224,6038978044025240064,245.190717260339,-28.822340736975395,11.52,-1,-1,0.5279639965316304 
98182014,6039089403939706752,244.30958713513698,-28.6732343311735,12.998,-1,-1,0.8419753351278835 
98524352,6039197121715600640,244.86111554956696,-28.33554731236411,12.588,-1,-1,0.4263830431650518 
98174550,6039179976211314048,244.09127738829602,-28.164093041708497,8.625,-1,-1,0.1891604029599286 
98634617,6039195919124720640,244.91698696738803,-28.374910060367302,13.444,-1,-1,0.7798858112552671 
98371994,6039266287870021248,244.567277366609,-28.041816561181406,7.085,-1,-1,0.9589252421278341 
98467793,6039326726650604928,244.71724181750798,-27.317168809536,12.897,-1,-1,0.8358314088115073 
93218465,6039477462824378880,239.95752905508508,-31.8353671565978,7.094,-1,-1,0.4857973341471388 
386980599,6039491481598054528,239.49719828068103,-31.7290404012041,7.054,-1,-1,0.004751346720566567 
442856311,6039780893672766976,239.04658296500702,-30.851303572918702,13.001,-1,-1,0.8066299725613488 
318336772,6039803227503457920,239.20544117298402,-30.801017279378602,11.835,-1,-1,1.4108155062846482e-06 
93700013,6039946610694672640,240.68385074338102,-30.667244105332898,8.476,-1,-1,0.6199198138158286 
93869857,6040105283968486144,240.88919717925702,-30.1371574362231,8.426,-1,-1,0.9544817415837366 
386869169,6040263338761097984,239.32335524919392,-29.996435628709698,7.544,-1,-1,0.37845064205639717 
93520680,6040218705460086400,240.433114517123,-29.9806118697824,13.109,-1,-1,0.7943431095944185 
67269022,6040358755754976512,241.0751229694469,-29.3533525625153,12.704,-1,-1,0.693051094310069 
442720639,6040673387877846912,238.17321795594694,-30.1048736619023,12.55,-1,-1,0.8381912465936983 
24001971,6040704827039124096,238.235543731755,-29.842927848865802,8.247,-1,-1,0.8503906566675872 
24002064,6040705720392132352,238.24823905523309,-29.7791084455009,10.387,-1,-1,2.1335394219721797e-121 
77621692,6041027705498287104,239.37767219814899,-29.650255366009603,13.259,-1,-1,0.7819417959705296 
23846678,6040995750943341312,237.772474519329,-28.9399182295077,13.004,-1,-1,0.8203220981460977 
23757900,6040985168143802880,237.56643593949096,-29.224924889880604,13.296,-1,-1,0.6314189840802236 
23843720,6041002210574319616,237.56937918105797,-28.951555887679806,13.613,-1,-1,0.8597291331373103 
77622781,6041052169632248576,239.437970148256,-29.54755937774179,13.487,-1,-1,0.848477291276859 
23690450,6041004375237611136,237.34395018654598,-28.9344317487366,12.159,-1,-1,0.8388945020452626 
77541886,6041076668125950336,239.22107102724502,-29.214176323636906,4.138,-1,-1,0.8502463179640977 
24130845,6041110615548087808,238.53763630673203,-29.278734864130197,12.964,-1,-1,0.8473043564916064 
77466890,6041122710176582400,239.021309017639,-29.244959375847692,12.986,-1,-1,0.7793377353376668 
24130764,6041105938319563136,238.514777686902,-29.3377559888789,10.931,-1,-1,0.8003044187755933 
77682485,6041189127549452800,239.67672772507999,-28.7979286522357,12.471,-1,-1,0.82936130386038 
66817160,6041209709025982592,239.96214563607603,-28.7536557107657,10.346,-1,-1,0.24413148459753117 
77681664,6041283238874569600,239.64067261330104,-28.3022910057863,8.663,-1,-1,0.44784223060674544 
66680534,6041296536093443072,239.73855822842998,-28.0418075818118,8.959,-1,-1,0.9411552558503381 
23881890,6041393636711941248,237.83757387353802,-28.540354715613496,13.271,-1,-1,0.6763682279117768 
23999492,6041426033645466752,238.14424282823097,-28.254514653717894,12.141,-1,-1,0.5373783298410543 
24000182,6041376800439881472,238.20206895254003,-28.760421769226102,13.257,-1,-1,0.8491318309133883 
77570009,6041450291617551360,239.29396689830602,-28.310525562635497,11.649,-1,-1,2.0617687138448047e-08 
24132723,6041528636123608832,238.61593039879097,-27.999702650782208,13.462,-1,-1,0.7890689094955481 
24192391,6041535473711566720,238.75847896233498,-27.904176858111295,8.067,-1,-1,0.0 
24192101,6041542723616646400,238.665160440208,-27.7028194492164,13.577,-1,-1,0.8318282743605646 
77537212,6041551038673603200,239.14106239186802,-27.706723833969,13.142,-1,-1,0.8360506248653012 
77618590,6041556536232186496,239.360956072019,-27.571380524559697,13.298,-1,-1,0.7182211707509761 
68056201,6041723314098371840,242.600761789985,-29.1249244482788,11.19,-1,-1,0.7036292001119916 
68162926,6041788670625171456,242.96369545495202,-28.3796733782606,11.711,-1,-1,0.5379725857669126 
67678503,6041813100399783552,241.923098992197,-28.662063951734503,10.532,-1,-1,0.9056710182824961 
67821936,6041810385980367616,242.194785277384,-28.650040902609,12.998,-1,-1,0.844857138597335 
67897871,6041816502013814400,242.23725658856898,-28.59939225054839,12.332,-1,-1,0.8001234320051598 
67822383,6041822716821448064,242.109549948331,-28.4304804849122,9.202,-1,-1,0.9619863145282248 
68256696,6041765409082144640,243.12811441505693,-28.691767112112895,11.595,-1,-1,0.8235103703501332 
67822046,6041816673812516864,242.20824616281502,-28.5980852650736,12.047,-1,-1,0.7689206093053886 
67822481,6041824439113524736,242.15054167569798,-28.3798419150869,12.99,-1,-1,0.7095890171098392 
67678503,6041813096094711424,241.922350571019,-28.6622037007107,10.532,-1,-1,0.8918330561194754 
67550923,6041904050630742272,241.545271329343,-28.6550639037128,12.338,-1,-1,0.6892433679780244 
67271271,6041996993724872576,241.05604120380406,-28.177241377234203,10.843,-1,-1,0.8894928377007255 
67672778,6042020495782493568,241.72239825210602,-28.33946275802511,13.017,-1,-1,0.8279453044484935 
67556770,6042023622518771840,241.60950976838697,-28.2933090337362,15.003,-1,-1,0.7789271048622612 
67600532,6042130309508449792,241.61945593052,-27.60495731826989,11.797,-1,-1,0.617574821587142 
67824006,6042119554910549120,242.167572264692,-27.561125738336997,13.063,-1,-1,0.7617587436951293 
67671603,6042124910722287744,241.74140969199894,-27.719482280613004,7.629,-1,-1,0.8291374727871191 
68255813,6042167280580578560,243.084187948268,-28.222940620541006,12.883,-1,-1,0.8598668217558553 
68256179,6042159790157494912,243.06674270999602,-28.417488771191902,5.784,-1,-1,0.32601502627366025 
68256177,6042159790157494784,243.06783901390105,-28.417107838063394,7.017,-1,-1,0.8009500488819353 
68499562,6042203392666261760,243.449167819962,-27.792850792498797,8.779,-1,-1,0.8220762275946664 
68559047,6042179203410212864,243.63328845167695,-28.1231485519657,13.083,-1,-1,0.8218677793023278 
68431895,6042157419335502080,243.49209438192005,-28.252750832810197,7.625,-1,-1,0.45446694230203794 
68567425,6042205763488144768,243.746527105557,-27.8397966404079,10.145,-1,-1,0.9799041621542669 
68406313,6042254554317830144,243.328731545576,-27.734060016967003,12.417,-1,-1,0.7582176456851638 
68405083,6042277953299752064,243.36664465800592,-27.403864719902696,8.093,-1,-1,0.9586533372290269 
68255276,6042226413691523712,243.07579297180396,-27.926480511562897,4.849,-1,-1,0.9552699538920035 
68254636,6042272455741573760,243.13453672604803,-27.537144335253807,10.447,-1,-1,0.0 
68126826,6042231292774457216,242.68655388290705,-28.029755826488596,12.776,-1,-1,0.7735797222202234 
98373550,6042330248818586752,244.54127061690903,-27.270003602619802,13.053,-1,-1,0.7854551164418306 
98373672,6042334475066418688,244.4791817294571,-27.1918740187818,12.191,-1,-1,0.8274376408252673 
98227736,6042399896008302464,244.305803539683,-26.944344578243197,13.368,-1,-1,0.8336422025253445 
68567931,6042353544720473216,243.69030240105397,-27.545401555219602,12.571,-1,-1,0.7862451777578839 
68645089,6042393024060026624,243.887855030336,-27.13309544224821,12.104,-1,-1,0.807291615570078 
98171703,6042418828224074752,244.08116995051694,-26.717575001194696,12.834,-1,-1,0.7924714808541571 
68128159,6042481225509025408,242.740161513401,-27.28414697416011,11.463,-1,-1,0.9128127188247495 
68164488,6042459132190170496,242.961089534413,-27.552870494720803,7.685,-1,-1,0.5087071542856555 
98086637,6042418858284146688,244.05934275410598,-26.7209606377004,10.922,-1,-1,0.772217644265775 
98086637,6042418862581174016,244.05867126981394,-26.720606559420702,10.922,-1,-1,0.9368302613252758 
67824011,6042494797606187904,242.177282634415,-27.558447342508902,13.04,-1,-1,0.7842348664478003 
68331071,6042702605304672896,243.27612218523106,-26.103083712495,13.52,-1,-1,0.8023333569071914 
66921469,6042792593462855680,240.261527205441,-27.8171544047278,11.763,-1,-1,0.8557998732333718 
67272726,6042878492809082880,241.08660516606096,-27.378855038367703,13.316,-1,-1,0.8376428440693511 
67600790,6042883578050870912,241.65843920024207,-27.4654854581399,12.409,-1,-1,0.7604614214017866 
77680158,6043069086274497024,239.603521385712,-27.284238496841606,11.74,-1,-1,0.9128519532430807 
66743736,6043120797681507584,239.8279087261349,-26.804061671845897,13.205,-1,-1,0.7972776492426666 
67274063,6043174600728142720,241.02789817115402,-26.6187322205782,12.51,-1,-1,0.7470816289654655 
67087285,6043193910901304832,240.75729638894998,-26.439511722735197,11.989,-1,-1,0.8581272745535456 
66922964,6043151824525797376,240.326682561138,-26.8727221274672,8.721,-1,-1,0.8554983094146512 
66863805,6043228000066913408,240.1776758696111,-26.3916567418863,8.674,-1,-1,0.8739480646689717 
66744063,6043220956314556416,239.79945612347794,-26.5836646634974,7.745,-1,-1,0.42062827678961673 
66744062,6043220956320374656,239.803038051553,-26.584770325724396,12.67,-1,-1,0.8307978574918153 
67681953,6043297441096272384,241.91892551096902,-26.809404697652802,13.453,-1,-1,0.8086284534611975 
67367083,6043360456857466496,241.230053752601,-26.65392452634,12.066,-1,-1,0.9031782778359408 
67450379,6043359116822048384,241.38878853596697,-26.626795651846,13.179,-1,-1,0.7824193767134782 
286073544,6043425671636485376,242.77875727173802,-26.1566371053071,9.458,-1,-1,0.7081332312244624 
67751093,6043378358282205312,241.83071827779904,-26.460403980921196,12.696,-1,-1,0.2822528474355362 
67826607,6043486660173351552,242.180810879226,-26.038107078417394,9.34,-1,-1,0.7625143902154458 
68131111,6043530778077991040,242.72954878216,-25.522798439311,8.521,-1,-1,0.9512128742688887 
68251926,6043472710118959232,243.03386667982602,-25.799508617328602,13.049,-1,-1,0.8342805972723881 
68049227,6043549057458940928,242.556174545173,-25.313265588662208,9.837,-1,-1,4.787375275556821e-218 
67758726,6043496585838763648,242.08241469276902,-26.0797821117575,11.585,-1,-1,0.8017420934744328 
67826549,6043484869167980032,242.08561580357596,-26.078663860980004,12.002,-1,-1,0.4168938564139412 
67086206,6043652067960564224,240.743416473108,-25.758424218311806,12.687,-1,-1,0.7868345420257953 
67178471,6043652720795418496,240.84537876527997,-25.754930079452407,12.726,-1,-1,0.835557593722772 
67451809,6043663818991262208,241.37266624502703,-25.726477862188396,10.735,-1,-1,0.8854073198471921 
67757784,6043706665578314752,242.01831953061603,-25.521510379070804,12.341,-1,-1,0.8304794131669165 
67752266,6043696563815119488,241.87650952067997,-25.7742628577237,12.595,-1,-1,0.8320699771357027 
67752272,6043696563815120640,241.87257354702905,-25.771152134077102,12.088,-1,-1,0.8574520416672997 
67609334,6043711441581876992,241.8038814262711,-25.5919248089542,12.854,-1,-1,0.8506793340334015 
67887496,6043732950778719744,242.18189519491202,-25.376936320020107,8.157,-1,-1,0.9548535356975733 
67457147,6043761503721863808,241.46094900556704,-25.5539302008257,9.873,-1,-1,0.9172470465887264 
67756781,6043809710435404032,242.02169196494,-24.9260030803279,8.503,-1,-1,0.9548903307036452 
67756810,6043809637411589376,241.98707742978806,-24.938450855842902,10.995,-1,-1,0.9457650915861552 
67754096,6043830390694963328,241.90202304047702,-24.656288512015198,12.312,-1,-1,0.7771121541829153 
323019821,6043865785531824768,247.516360738319,-29.3380394267323,12.871,-1,-1,0.827553624402955 
175941584,6043851698038744064,247.36730574590302,-29.660024043535,12.85,-1,-1,0.7608284404038153 
323020529,6043944057017964672,247.45959865742498,-29.064931922551395,9.433,-1,-1,0.7940920391083255 
205098050,6044021602639044736,248.65940766203306,-28.597437548855705,12.288,-1,-1,0.750583320734791 
204820064,6044059157831617280,248.0146815482701,-28.505018549057294,9.273,-1,-1,0.717495064872664 
204901508,6044085339954565248,248.21195302658091,-28.344506077810205,9.288,-1,-1,0.8821047675611066 
98732780,6044184815698273280,246.513982483586,-28.86567197426811,13.531,-1,-1,0.8164932291190337 
175637609,6044225119671978752,246.865165976981,-28.364094612933396,12.413,-1,-1,0.8246072792380158 
175829259,6044151383673249792,247.271213585169,-28.753439711541194,13.368,-1,-1,0.7819456514754404 
323022739,6044280400187027584,247.46349131056797,-28.236342295636,11.63,-1,-1,4.23985043951194e-102 
175697440,6044230960827500032,246.88831177060501,-28.352789970478703,12.969,-1,-1,0.80824410710519 
205175750,6044420729653939840,248.97059107752412,-28.216113628290802,3.621,-1,-1,0.7020077283024795 
323112891,6044388500228587776,247.511440551183,-27.4502367646376,12.277,-1,-1,0.8953113728249028 
323112811,6044389805898446592,247.4579410964221,-27.480637337927497,10.074,-1,-1,0.9614236291924367 
205373146,6044459350010791680,249.31909813752793,-27.750423091008102,9.713,-1,-1,0.7939349707103917 
205333306,6044624723435604992,249.207443437708,-27.319931165767,9.65,-1,-1,0.9659715381924132 
205332710,6044636130868878208,249.220320387127,-27.1386086308821,9.257,-1,-1,0.9486568429077866 
204946490,6044690895984598784,248.35834810188211,-27.560501214793096,11.225,-1,-1,0.2205614173162749 
204792541,6044751575283331840,247.774099801386,-27.429580370487702,13.253,-1,-1,0.7213288348822308 
204823423,6044760581836062720,247.9641063267559,-27.227487076138804,13.094,-1,-1,0.7656891837170303 
205016390,6044745291751778560,248.52435060764606,-26.979048702138705,10.804,-1,-1,0.7726342713214841 
205172381,6044816725648477952,248.940536348497,-27.188045980128102,12.794,-1,-1,0.7721082999644892 
205060766,6044838303564444544,248.64637546469007,-26.967606458168103,13.405,-1,-1,0.7960916462503668 
204945085,6044790126907434240,248.423228076512,-27.033104191117395,13.501,-1,-1,0.4634900503626695 
205276441,6044932243091601920,249.060149560492,-26.303641126761608,12.355,-1,-1,0.7844026090713958 
205059081,6044916781208496768,248.63081617916396,-26.402153793790806,13.543,-1,-1,0.8270524247458672 
392321723,6044963132489998592,245.99344923178495,-28.3953985051744,12.923,-1,-1,0.407204325036173 
399151944,6045005704206609664,246.61396465398101,-27.947567270001898,10.238,-1,-1,0.5083330451290714 
392102412,6045047760525893504,245.714874272305,-27.9271116487746,12.741,-1,-1,0.8076648717569141 
392258943,6045068475146180096,245.990114338764,-27.7498596816081,11.206,-1,-1,0.9258404868232123 
392038114,6045059129301782016,245.58713784664909,-27.786138017506104,12.054,-1,-1,0.28192410658882067 
175749712,6045140222583169408,247.10389130403092,-27.3885433934766,9.66,-1,-1,0.8801919620072329 
399152364,6045116961039667328,246.597562035053,-27.650232279220297,9.533,-1,-1,0.7800603690824995 
175591593,6045118919544743424,246.725307126642,-27.5855962781862,13.195,-1,-1,0.8277612189598479 
175591332,6045116583082509824,246.624575243273,-27.6890633144685,8.069,-1,-1,0.851834700431823 
392331749,6045095589282328704,246.108310156848,-27.377513106763004,10.36,-1,-1,0.9315669847361752 
175749830,6045138569012464640,247.05880925644,-27.4456124196367,10.675,-1,-1,0.9138687143179568 
98682729,6045172589456337920,246.34689618096505,-27.4588665082955,13.386,-1,-1,0.7873717544460739 
175634861,6045204544013007104,246.80211843057296,-27.189525110374802,7.818,-1,-1,0.0 
98730516,6045175166436733440,246.48081577702897,-27.356837367224102,12.661,-1,-1,0.6467647044904934 
175833026,6045159567116524416,247.19183933244202,-27.1994100003505,13.119,-1,-1,0.8218714347695903 
98730452,6045181278167245440,246.50889867412803,-27.304030863579808,11.126,-1,-1,0.8658808952236634 
175592759,6045209453154626176,246.70633726950902,-27.031475916331896,12.941,-1,-1,0.8180371351329656 
