tic,name,ra,dec,tmag,ctl,sector,prob 
73427609,4131144019130832256,249.16339031062503,-19.6021949446916,8.908,-1,-1,0.7897905013661093 
197801192,4131285031496173312,247.735433283349,-19.5812888051157,12.064,-1,-1,0.6885910289406647 
197801194,4131285031492552832,247.73506270343907,-19.580205837733,12.78,-1,-1,0.6565347773735851 
73064686,4131371240080536576,248.61579637643993,-19.199801149238503,10.908,-1,-1,0.4071300889461762 
73215037,4131354060211328000,248.88506993882405,-19.328735355400802,9.935,-1,-1,0.2649765363628226 
162137990,4131583651982702080,249.644716233861,-18.8257490224811,5.252,-1,-1,0.20203742983664733 
162132187,4131806337449342080,249.61932306928097,-18.220563414694396,6.308,-1,-1,1.4988309712163352e-280 
73353075,4131847912732052352,249.149054978801,-18.327134493796105,12.809,-1,-1,0.2074004832921702 
205322211,4323457536359345920,247.52226819917297,-19.3501488281938,12.423,-1,-1,0.2271344167971553 
73061893,4323607276100307584,248.39565035300495,-18.548455345371497,13.724,-1,-1,0.47898262628170213 
205107579,4323783713357011072,247.41450047740304,-18.240479350468302,8.472,-1,-1,0.20625921943027978 
204191371,4323843568021164160,246.80797400997798,-18.129271847211104,12.608,-1,-1,0.3519799714578148 
413941845,4323936442393063424,247.53094064627197,-17.5767383818725,13.449,-1,-1,0.40017494042317825 
203622128,4324595874492225920,246.15007245848997,-17.920147890848806,10.983,-1,-1,0.4264419781912102 
413549339,4324710704738417408,245.78624933742503,-17.2480237854763,11.778,-1,-1,6.916935494711217e-07 
413551134,4324709330348851968,245.852204380607,-17.290983320584598,12.157,-1,-1,0.7071808631403971 
413940671,4325165112277202432,247.43669413837503,-16.6522161849428,12.529,-1,-1,0.40319887310496133 
413598137,4325021969607782912,245.94980351721597,-16.746840987846003,9.061,-1,-1,1.7045808407400808e-36 
413761218,4325450916580103168,246.673963182213,-15.9532942966086,13.635,-1,-1,0.5476541380714751 
413596891,4328148156043367936,245.971825604095,-15.6820585255582,12.311,-1,-1,0.3321299943483954 
413485901,4328598268614930688,245.62402305446204,-15.253736717495501,13.066,-1,-1,0.4508380072215069 
281217908,4341617482721401472,242.57350371704004,-13.681674208404903,8.92,-1,-1,0.7031891767268132 
410993752,4341893769378827648,241.82078173314602,-13.161906871133299,12.477,-1,-1,0.6318814268894378 
410727504,4342724141177596672,240.24375963130402,-12.3370807978503,8.408,-1,-1,0.2677016626151844 
54907042,4346099710593412992,239.04419361652901,-11.1104737246231,13.423,-1,-1,0.2178099468268874 
54969301,4346239004971943040,239.51679792764398,-10.5704231851639,13.641,-1,-1,0.4635909489647459 
247861044,5966434873863832576,254.33069233494297,-42.2827440068158,13.21,-1,-1,0.5872236702721007 
339571681,5966549605340501760,253.59022560051793,-41.530619877560106,12.567,-1,-1,0.6926285595839773 
347038897,5966788577312676608,255.89314977098604,-41.028987314344796,13.516,-1,-1,0.5754583713799517 
346347677,5966807509528724096,255.64241294274998,-40.7576196303806,9.176,-1,-1,0.0011923332681528114 
347293959,5967132243415714816,256.01943486916804,-40.03753021963839,13.353,-1,-1,0.3404153127350661 
347890621,5967188765185978240,256.139830314326,-39.3760873955558,12.867,-1,-1,0.55968832742082 
78357288,5968351361342059264,251.177400914941,-40.8397682690868,5.758,-1,-1,0.5954085390631221 
458054655,5969081333984323584,250.466612144424,-40.46632648302149,9.019,-1,-1,0.586385713987355 
77778177,5969101365708090624,251.09481098034104,-40.8908508134907,12.109,-1,-1,0.2916165073320655 
85471944,5969098926173865216,250.28964030597896,-40.2707631727842,13.455,-1,-1,0.266948889694271 
85471926,5969098926148243712,250.284839090375,-40.268963456363394,10.86,-1,-1,0.27835071578486337 
78476150,5969162457329970048,251.38983883961905,-40.0931594223535,12.943,-1,-1,0.2443334667514914 
78985146,5969151389145046784,251.53835501478807,-40.10994235224631,13.14,-1,-1,0.2896017551695223 
77918101,5969159914708921344,251.108848883725,-40.1343254477965,13.115,-1,-1,0.3033101556549446 
458208929,5969200871522420992,250.599926224468,-40.0583287050362,8.773,-1,-1,0.2663517756509172 
458058675,5969201623077411840,250.50138369471998,-40.0460070802156,11.874,-1,-1,0.2954031830300386 
458058639,5969195751920335360,250.50056534633308,-40.0494805146874,10.933,-1,-1,0.7919946040431424 
458280792,5969227667759074816,250.776123486497,-39.81258848490961,10.726,-1,-1,0.8206222542610961 
77924387,5969239698031640576,251.016059656799,-39.479708904039,13.503,-1,-1,0.2886899009292331 
85471533,5969286770849145472,250.28488167965202,-40.2258549526547,9.453,-1,-1,0.26003311800096773 
84395122,5969306424621854464,249.905296891188,-40.0561459563779,9.326,-1,-1,0.47897643637904413 
85468512,5969388952367840128,250.34366212496198,-39.89922085090199,12.69,-1,-1,0.27183942846960246 
83820734,5969378232129029376,249.52794024443693,-39.58839339584151,11.181,-1,-1,0.5024779075032829 
83576016,5969371330150837888,249.429895921433,-39.70871698898821,9.571,-1,-1,0.8785001040554055 
84175358,5969375865657320064,249.719236501484,-39.5800347435612,13.074,-1,-1,0.2964694927478748 
84175122,5969379129832538880,249.66022247739895,-39.5510811147911,8.198,-1,-1,0.6140228036563042 
84176142,5969374353828723456,249.681431540009,-39.679567062726406,9.197,-1,-1,0.3603762622540774 
83821000,5969379232911759488,249.64279082982105,-39.55677753976239,13.641,-1,-1,0.39325342980091604 
85468592,5969388784907700992,250.265558502262,-39.9070546743351,12.348,-1,-1,0.4331235736199534 
84175767,5969375487700182656,249.65061989085802,-39.630040798008984,10.816,-1,-1,0.7472661066548798 
85467339,5969408060724117632,250.27674939942008,-39.778428619976395,11.681,-1,-1,0.5563532970213412 
458060193,5969391327529168000,250.483334046647,-39.883520664155796,12.744,-1,-1,0.2802910722592449 
85467339,5969408060680791296,250.27677526072407,-39.7789434387978,11.681,-1,-1,0.2521222100249672 
458062222,5969398130757780992,250.490230571317,-39.659379537709,13.173,-1,-1,0.3209283579373741 
458060904,5969393178615323392,250.53229377882496,-39.8099899224868,7.894,-1,-1,0.5936322571497902 
85015637,5969412694946705408,250.203282816647,-39.6338082207299,11.23,-1,-1,0.5388997611242883 
458207162,5969392049083647616,250.56024830618702,-39.86355723519979,10.284,-1,-1,0.7370437827258017 
458283222,5969422938492276352,250.72249168996703,-39.5651246867302,12.826,-1,-1,0.2280711559198009 
397809886,5969427783216847104,250.96330747368802,-39.4299487811334,13.066,-1,-1,0.3965729184176181 
397810004,5969428672251578752,250.91100061559303,-39.416100179910394,13.373,-1,-1,0.2864342952428895 
458285057,5969432387422024832,250.81582768101003,-39.3696282515766,13.295,-1,-1,0.24293968119513712 
458282292,5969419326378897920,250.69037033165702,-39.66380630062289,13.004,-1,-1,0.5457199027993368 
458063973,5969436922908239232,250.5115762791399,-39.468469689672496,13.06,-1,-1,0.2401004127974181 
84756974,5969451113453073792,249.991236196505,-39.7890355326711,7.676,-1,-1,0.38992442396384835 
458286317,5969445993880684288,250.752088404635,-39.237067300277296,12.309,-1,-1,0.2980016728678873 
458184899,5969443893595540480,250.66196319087396,-39.31497100286221,11.121,-1,-1,0.6817314689861743 
84756271,5969452694030695680,249.969311654589,-39.706404989690206,9.975,-1,-1,0.6178615710513529 
84175711,5969468533872426240,249.7837170940141,-39.6241150924201,11.909,-1,-1,0.6309600681472796 
84405478,5969459527273575552,249.92977262302597,-39.5014923823439,12.647,-1,-1,0.39044344988912455 
84401479,5969455644619632768,249.85917133684998,-39.69800666021171,11.748,-1,-1,0.5662612877673848 
84403234,5969457126408116864,249.88879123439,-39.6092836166351,8.134,-1,-1,0.27955655447955413 
84752981,5969478665644330112,249.94708351868593,-39.3446561942471,11.811,-1,-1,0.2930985964591313 
85125492,5969505470595968000,250.13995371754098,-39.122809048206896,12.814,-1,-1,0.313615058047424 
458083537,5969496223477069312,250.448971248471,-39.15997285874189,11.644,-1,-1,0.2705065818593382 
85363577,5969491447471330944,250.252312539667,-39.24577848419081,12.614,-1,-1,0.25034410686986397 
85360963,5969514227979967488,250.30661480307597,-38.9441627476021,11.79,-1,-1,0.7026557378973167 
338637163,5969529178790993280,253.11009398744304,-41.5175142717554,12.411,-1,-1,0.5273290213298939 
340410923,5969567485567967360,253.74351672262992,-41.0929161825129,8.519,-1,-1,0.2598500988945045 
338624054,5969660050709091840,253.13707663412202,-40.380262464997294,11.766,-1,-1,0.40283920327906575 
338627888,5969634731918094080,253.11417641024897,-40.7232452491893,6.434,-1,-1,2.335954114266126e-09 
336150581,5969831162205650048,252.394577452514,-40.468381134762,12.917,-1,-1,0.3558721840635334 
337690848,5969840512409318400,252.82559654392207,-40.4696384995812,12.328,-1,-1,0.49771550317145735 
335393650,5969880262272115584,252.07433691233106,-40.3445681068808,12.589,-1,-1,0.24546562666433425 
336014177,5969884488520140800,252.29185097755402,-40.2777801870428,13.57,-1,-1,0.23201032399642113 
79608539,5969895797237730560,251.847206371592,-40.2399701809173,12.62,-1,-1,0.366728429601679 
335398139,5969907857507222656,252.0611990180009,-39.9112324849685,13.592,-1,-1,0.23601021387311547 
336852951,5969923766068852352,252.60920919572,-39.824945360106604,13.308,-1,-1,0.2664431255557112 
336853104,5969922387314148352,252.55116331031104,-39.838825054471705,12.551,-1,-1,0.28748597004370413 
337685726,5969961385610165248,252.9254887664161,-40.0046899128488,11.28,-1,-1,0.7087033446900687 
339432229,5969985373048251648,253.46340193295896,-39.6154011811282,13.523,-1,-1,0.37424769911320144 
338495232,5970083023432617344,253.17374795392098,-38.7604462255587,8.371,-1,-1,0.8052371920612751 
343542785,5970297393821105536,254.858960390137,-38.9080999303466,13.167,-1,-1,0.2520452391581268 
345550529,5970279698553059200,255.38670598378,-38.7501888665154,12.895,-1,-1,0.5127325283105867 
340676759,5970394838038849152,253.924172494917,-38.88745669760141,13.271,-1,-1,0.5778834000984918 
340265324,5970393738527271296,253.782173603764,-38.938379329084604,13.041,-1,-1,0.2722481182690362 
340258015,5970493171281327872,253.759361964886,-38.228793102087494,11.964,-1,-1,0.734321501738061 
343689894,5970569557342664960,254.839930394879,-37.8077537794788,13.142,-1,-1,0.5628106064563082 
342108546,5970593231205906176,254.414366397844,-37.8078886741937,8.759,-1,-1,0.48289666632103573 
79601647,5970681157767308160,251.75692654632098,-39.5339674542968,7.0,-1,-1,4.440434002519735e-16 
79257946,5970678821304777856,251.66013651214803,-39.6569672994852,13.466,-1,-1,0.336338998106394 
78981730,5970672288599120768,251.55495954989703,-39.74582342385929,8.475,-1,-1,0.47651935658595995 
79599710,5970708198886075136,251.85039802503601,-39.31375151269701,13.529,-1,-1,0.2724023103994416 
79974031,5970701017700247936,251.920359637468,-39.520771811570995,12.949,-1,-1,0.39371433623760005 
79600633,5970706648335123200,251.886560216866,-39.4188528120676,13.395,-1,-1,0.4449108328321559 
79599707,5970708194525686784,251.852106761841,-39.31345817219329,10.758,-1,-1,0.7672949761500619 
335890579,5970691392610666240,252.24698911585608,-39.595173626050105,11.094,-1,-1,0.36323388427625847 
78874478,5970729982963938304,251.57943373941006,-39.456591029647996,12.957,-1,-1,0.3099619715649319 
335405634,5970716062912473344,252.13653391392003,-39.177796541397214,12.177,-1,-1,0.5811438127385758 
78872931,5970758535889043072,251.570567503016,-39.27272843290981,8.132,-1,-1,0.43749470432596455 
78620265,5970751457802416384,251.37974165073504,-39.1591373161391,11.538,-1,-1,0.5572048966510091 
79260202,5970753072690550528,251.70552179682298,-39.4109605990025,12.876,-1,-1,0.3445299692587687 
78250612,5970749877254318720,251.237061803751,-39.236453994211104,12.421,-1,-1,0.28791432325559635 
78620249,5970751453436281856,251.376137197373,-39.161936180385204,10.129,-1,-1,0.4908026255324436 
335885219,5970809079069614592,252.31140459068203,-39.059681253719,13.12,-1,-1,0.40274224816437937 
336704048,5970845702199321216,252.5601707058001,-38.702425539494705,15.479,-1,-1,0.4510912357778458 
338091463,5970835226834653056,252.993564084214,-38.72507988753579,13.245,-1,-1,0.30766089827559195 
335409075,5970865218530488704,252.06064118597408,-38.8160584627239,13.478,-1,-1,0.6730486981662037 
79982498,5970889240330390912,252.00148171499802,-38.5550212463021,12.645,-1,-1,0.2898849572415028 
337240483,5970854262132662272,252.648940273418,-38.5452308388018,13.621,-1,-1,0.4685359907792725 
335879156,5970911574163430528,252.23694992248096,-38.4209517220102,12.569,-1,-1,0.3535128794103195 
336699268,5970910131053571840,252.569428615093,-38.2220634325381,13.117,-1,-1,0.4370315086956224 
337243296,5970906347133209216,252.68959540662897,-38.25651644362261,7.26,-1,-1,0.8258611498301303 
77924969,5970928960194302976,251.00220579590598,-39.4170894487744,13.429,-1,-1,0.35473409647911197 
397811036,5970933285170436480,250.947650005023,-39.30579774655859,13.544,-1,-1,0.261048044363081 
458289057,5970954833079394688,250.82795251964507,-38.9288487329741,13.517,-1,-1,0.2916638150567046 
397813310,5970949335521001984,250.95310080143997,-39.063476049594705,12.779,-1,-1,0.2562469357656575 
458180471,5971005754213245184,250.65898705363486,-38.8334817458012,13.289,-1,-1,0.32028280170141715 
458181375,5971000668971867904,250.6270472423331,-38.9301826760588,8.855,-1,-1,0.5154392463039806 
78630944,5970995373221366528,251.35207234516605,-38.4871615517996,12.33,-1,-1,0.8271571240823643 
458086235,5971016646251814400,250.48991172591502,-38.859229628041206,12.392,-1,-1,0.3607940327185024 
458177065,5971030905544554496,250.613518250468,-38.4601615479344,9.227,-1,-1,0.4005675772559079 
397820078,5971042858373752832,250.98538033633596,-38.333884302925206,7.876,-1,-1,0.5141653360488643 
79358659,5971100758867578496,251.66782969259896,-38.14752055925909,10.123,-1,-1,0.386762111755472 
79485243,5971130716227146752,251.87735133612804,-37.7977197241539,11.546,-1,-1,0.7961065514746667 
79360001,5971151061531346432,251.603587543536,-37.9828174905894,12.849,-1,-1,0.2637520010051465 
78124736,5971165664421282432,251.20211731185702,-37.810662850902396,13.23,-1,-1,0.3339720728669914 
78860803,5971155077282491264,251.464948404596,-37.8515787463865,13.451,-1,-1,0.712780876012549 
78124157,5971171093260728320,251.28291093148496,-37.7382161273626,13.555,-1,-1,0.5012344747742667 
338102094,5971238129102004992,253.07441413276598,-38.1892254012914,12.689,-1,-1,0.47749547298332495 
338105482,5971244657452536320,253.08072918452098,-38.005666830996205,13.438,-1,-1,0.8023452143548072 
337530074,5971235788304992384,252.86290751033906,-38.204588168560804,11.907,-1,-1,0.4800814476922509 
338105219,5971244451257058176,253.08387239639805,-38.0176339107254,3.879,-1,-1,0.019690313458646632 
339879584,5971248260889725824,253.64197822736804,-38.10573687909739,8.528,-1,-1,0.5416391644729434 
337528521,5971289733093932928,252.93997273450407,-38.0525683440607,8.992,-1,-1,0.5197322623062762 
339009396,5971264070709662336,253.26873280107603,-38.0414329269787,13.082,-1,-1,0.24074057488038594 
337243787,5971281937775791360,252.71233898944692,-38.2073536787075,13.317,-1,-1,0.3307993065341212 
337529356,5971283380884742400,252.90475707593396,-38.1320518502782,12.214,-1,-1,0.39696177910042935 
336697566,5971299220726443136,252.55147720038494,-38.04521947882199,11.23,-1,-1,0.698377041254163 
336697594,5971298529186955008,252.60261468959996,-38.048547475696395,8.173,-1,-1,0.38201213688542146 
336696259,5971301793366781568,252.61548603525796,-37.904893184664694,12.196,-1,-1,0.48762791864603217 
338356559,5971324097179289216,253.15021031832998,-37.599570501108104,5.934,-1,-1,0.3326728146570664 
338356656,5971324234618260608,253.1038281434889,-37.6075494527914,8.706,-1,-1,0.48223344181808814 
338218110,5971333851002925440,252.999271838514,-37.673776538217,12.89,-1,-1,0.6446943036325469 
338355220,5971331003488174848,253.22409061132004,-37.46721919160429,13.161,-1,-1,0.5146165601201816 
341088668,5971366394029695872,254.0029573891919,-37.5127390433469,8.215,-1,-1,0.5149153988159076 
340829901,5971459989970403968,253.896635092981,-36.963395075207195,11.982,-1,-1,0.7624016444931198 
339989392,5971474902099064576,253.68682885529896,-36.8886151309051,8.324,-1,-1,0.8969695993370924 
336418562,5971492150650215296,252.42024165123405,-37.8359069083239,12.784,-1,-1,0.47482659942295713 
338233323,5971660749553189632,253.09082730585,-36.64699114616639,12.099,-1,-1,0.7377418518163007 
224813545,5972959174003658496,257.58409220717095,-39.342355678516,12.973,-1,-1,0.5908732539135721 
379286652,5973026759626379008,257.093447207812,-39.110893339150095,13.392,-1,-1,0.48774135558735615 
225266983,5973046550824196224,258.05095782060704,-39.21290191357121,12.883,-1,-1,0.4869292551962508 
189458470,5973516415939593856,258.931104542463,-37.987405077591305,11.388,-1,-1,0.7512124290443606 
463334636,5973580604250987392,259.031960078413,-37.474393113843796,10.291,-1,-1,0.6279493844966046 
189977085,5973684576802979712,259.368252195839,-37.187913703022105,12.508,-1,-1,0.5647012535067747 
193427027,5973672615311492736,259.804567355358,-36.85688790759279,11.561,-1,-1,0.7227000795893466 
189977084,5973684572499673216,259.36763096291,-37.189718497357894,12.546,-1,-1,0.6155832162964935 
225063335,5973766352998347392,257.808247173198,-37.525853970785896,12.596,-1,-1,2.722692778976024e-17 
225141357,5973764149652530816,257.982494673993,-37.5284272141704,8.821,-1,-1,0.25111296848964815 
266562603,5973780474839894784,258.4077515740741,-37.396096543358205,13.663,-1,-1,0.427470103922713 
225330270,5973850740510535936,258.0445299831391,-37.038224555881285,13.114,-1,-1,0.6143506180375665 
463376432,5973895506933954176,258.973000296203,-36.83925288765241,11.182,-1,-1,0.009134489550746245 
266698850,5973963028121584000,258.42422822053,-36.462493805086496,11.986,-1,-1,4.0776506908517334e-252 
198464832,5975202521319466240,260.654345757268,-36.346495240392905,14.225,-1,-1,0.49819466258169715 
197079483,5975266430433106176,260.32615467672804,-36.148337573000205,13.552,-1,-1,0.46474334556299723 
152777841,5975572300828428672,259.389426302869,-35.0272519845239,12.874,-1,-1,0.4993232411204348 
152777842,5975572300828428544,259.391408082981,-35.0271514840908,13.303,-1,-1,0.5008145080815614 
155292835,5975600235292000512,260.1806697152859,-35.2371708226614,13.02,-1,-1,0.40077032932476186 
157717641,5976001969351566336,260.879233169641,-34.7405228028448,12.748,-1,-1,0.38810638279060494 
160689461,5976203764108804864,261.856381549201,-33.2803826896852,9.933,-1,-1,0.2052977428297648 
345558759,5976365426682703104,255.46281810437802,-38.01538613945879,11.504,-1,-1,0.41783892531378986 
378094374,5976418783039311488,256.6212549629881,-37.8242667583278,9.003,-1,-1,0.5499150693952446 
378101447,5976498948652231296,256.58408240851605,-37.2276985524851,5.893,-1,-1,0.6541010427084059 
348559148,5976516162886673536,256.27733175085893,-37.026958508077605,9.986,-1,-1,0.8466819002865836 
378216536,5976556982263003648,256.696115463903,-36.5000191194419,13.567,-1,-1,0.26973203061077505 
